geneSym,FC_ADvsNCI,LOG10 FC,t_ADvsNCI,p_ADvsNCI,,,,,,,
CPSF7,0.997529398,-0.001074296,0.1581746,0.878785573,,,,,,,
ALG5,1.02651263,0.011364297,-0.158132661,0.878817407,,,,,,,
PREB,0.983940501,-0.007031163,0.158106673,0.878837134,,,,,,,
GAMT,1.043906673,0.018661674,0.158083908,0.878854415,,,,,,,
MRTFB,0.987869923,-0.005300237,0.15808072,0.878856835,,,,,,,
SLC26A4,0.969563374,-0.013423799,0.158051449,0.878879054,,,,,,,
CHCHD6,0.937778777,-0.0278996,-0.158020125,0.878902832,,,,,,,
UBE2G1,1.012096185,0.005221788,0.157981357,0.878932261,,,,,,,
PRRC2B,0.938585874,-0.027525986,-0.157808943,0.879063142,,,,,,,
PLEKHH3,0.959879406,-0.017783326,0.157696811,0.879148265,,,,,,,
PLCL1,1.16911772,0.067858243,0.157522424,0.879280651,,,,,,,
ANP32B,0.887901932,-0.051634999,-0.157451985,0.879334125,,,,,,,
WIPF2,1.052827133,0.022357069,0.157174195,0.879545021,,,,,,,
SLC26A11,0.972469779,-0.012123886,0.157111284,0.879592783,,,,,,,
USP47,0.985029632,-0.006550705,-0.157062241,0.879630019,,,,,,,
TBXAS1,0.94625294,-0.023992758,-0.156711469,0.879896341,,,,,,,
SCG3,0.963219886,-0.01627456,-0.15670716,0.879899613,,,,,,,
SCARA5,0.938314743,-0.02765146,-0.156551831,0.880017552,,,,,,,
ARHGEF15,1.051111277,0.021648696,0.156547347,0.880020956,,,,,,,
YIPF4,0.950222222,-0.022174817,-0.156531899,0.880032686,,,,,,,
ANO6,0.987389737,-0.005511391,0.156434506,0.880106637,,,,,,,
UBE2F,1.051728702,0.021903726,0.156313073,0.880198842,,,,,,,
DMAC2L,1.012491037,0.005391187,-0.156312347,0.880199394,,,,,,,
PSMC5,1.003774489,0.001636154,0.156127343,0.880339875,,,,,,,
ABCC4,1.036475262,0.015558941,-0.155951238,0.880473602,,,,,,,
PAXX,0.975947174,-0.010573689,0.155874057,0.880532212,,,,,,,
MAPK14,1.001842342,0.000799383,0.155870658,0.880534793,,,,,,,
PLOD1,0.94692045,-0.023686504,-0.155834585,0.880562186,,,,,,,
GLUD2,0.958049689,-0.018611966,-0.15583423,0.880562456,,,,,,,
VDAC3,0.989357261,-0.004646855,0.155765476,0.880614667,,,,,,,
RBM6,0.974533788,-0.011203099,-0.15572909,0.880642299,,,,,,,
COX7A2L,0.921043456,-0.035719879,-0.155330048,0.880945344,,,,,,,
TRMT112,0.974060407,-0.011414109,-0.155236666,0.881016264,,,,,,,
ABCD1,0.976361768,-0.010389235,-0.155028418,0.881174425,,,,,,,
OLFML1,0.803027822,-0.095269408,-0.154941945,0.881240102,,,,,,,
VRK1,0.966803432,-0.014661817,-0.154924982,0.881252985,,,,,,,
PPP2R5E,1.023047823,0.009895935,0.154848949,0.881310734,,,,,,,
KLC1,1.022343809,0.009596971,0.154817055,0.881334958,,,,,,,
SERPINB1,0.958938742,-0.018209135,0.154636988,0.881471726,,,,,,,
PNKD,0.955229824,-0.019892126,-0.154441503,0.881620209,,,,,,,
OFD1,0.942392147,-0.025768342,-0.15433689,0.881699671,,,,,,,
INTS9,1.010799136,0.004664862,-0.154333478,0.881702263,,,,,,,
TINF2,1.02414063,0.010359596,0.15430186,0.88172628,,,,,,,
APOL3,1.018692494,0.008043106,0.154205549,0.881799438,,,,,,,
MCM3,0.960784314,-0.017374096,-0.154185324,0.881814801,,,,,,,
HAO1,0.93409087,-0.029610873,-0.154095024,0.881883395,,,,,,,
ILF3,0.931014749,-0.031043439,-0.154081525,0.881893649,,,,,,,
RSPH1,1.066533732,0.027974596,0.153995206,0.881959219,,,,,,,
NCOR2,0.97193549,-0.012362559,0.153874019,0.882051279,,,,,,,
HSD17B7,1.010850656,0.004686997,-0.15365631,0.882216665,,,,,,,
MRPL58,0.964081704,-0.015886159,-0.153631429,0.882235567,,,,,,,
ATP5PB,0.923984926,-0.034335114,-0.153565085,0.882285967,,,,,,,
SLC1A5,1.004085977,0.001770902,0.153547175,0.882299574,,,,,,,
ZSCAN23,1.013659915,0.005892273,0.153472054,0.882356643,,,,,,,
DUSP12,0.981940738,-0.007914722,0.153148458,0.882602487,,,,,,,
RIN1,1.108850174,0.044872869,-0.153058278,0.882671002,,,,,,,
HYOU1,0.972616935,-0.012058173,0.152919643,0.882776333,,,,,,,
SCO2,0.972173421,-0.012256257,-0.152668626,0.882967055,,,,,,,
TPPP3,1.106940823,0.044124404,0.1526521,0.882979612,,,,,,,
ROBO1,1.051498239,0.021808549,0.152617961,0.883005551,,,,,,,
NPNT,0.856243716,-0.067402603,-0.152583121,0.883032023,,,,,,,
FECH,0.915845789,-0.038177647,-0.152527527,0.883074265,,,,,,,
ACSL5,0.960639437,-0.017439588,-0.152482758,0.883108282,,,,,,,
SLC12A7,1.006711859,0.002905185,-0.152366759,0.883196423,,,,,,,
STX1B,1.24420191,0.094890864,0.152348098,0.883210603,,,,,,,
DARS1,0.980283202,-0.008648439,-0.152302269,0.883245426,,,,,,,
PGM2L1,1.21103096,0.083155246,0.152287903,0.883256343,,,,,,,
PFKP,0.935612831,-0.028903831,-0.152074313,0.883418645,,,,,,,
DSG2,0.958326806,-0.018486364,0.151788586,0.883635772,,,,,,,
COQ10A,0.886282405,-0.052427873,-0.15177174,0.883648573,,,,,,,
SENP8,1.020309298,0.008731844,0.151705151,0.883699176,,,,,,,
SEMG2,1.022360133,0.009603906,0.151683062,0.883715963,,,,,,,
TRAPPC9,1.040876047,0.017399014,0.151627639,0.883758082,,,,,,,
TMED2,0.985279923,-0.006440367,-0.151498637,0.883856117,,,,,,,
ARGLU1,0.928747324,-0.032102424,-0.151331923,0.883982816,,,,,,,
NEU1,0.958696614,-0.018318806,-0.151321706,0.883990581,,,,,,,
ZC3HC1,0.964124313,-0.015866965,-0.150999935,0.88423513,,,,,,,
C18orf32,1.042097999,0.017908562,0.150877666,0.88432806,,,,,,,
MPG,0.922507592,-0.035030051,-0.150779334,0.884402797,,,,,,,
SGMS1,1.082318199,0.034354961,0.15076072,0.884416946,,,,,,,
PML,0.935484385,-0.028963457,0.150638264,0.88451002,,,,,,,
SH3D19,0.913751951,-0.039171683,-0.150565228,0.884565534,,,,,,,
NDUFA4,1.017478816,0.007525376,0.150526383,0.884595059,,,,,,,
CTBP2,0.938953193,-0.027356057,-0.150373696,0.884711117,,,,,,,
SNRPGP15,0.95957083,-0.017922963,0.15028233,0.884780567,,,,,,,
TPP1,0.98436252,-0.006844931,-0.149969443,0.885018406,,,,,,,
CCNY,1.003491363,0.001513639,-0.149957021,0.885027849,,,,,,,
TMEM209,0.90266876,-0.044471588,-0.149931248,0.885047441,,,,,,,
DCUN1D1,1.154069785,0.062232071,-0.149762981,0.885175355,,,,,,,
NECTIN2,0.990312556,-0.004227714,0.149757486,0.885179532,,,,,,,
PSMB4,0.99980425,-8.50E-05,0.149676416,0.885241161,,,,,,,
OSBPL1A,1.041089779,0.017488183,-0.149555689,0.885332939,,,,,,,
DNAJC3,1.00859423,0.003716479,0.149343403,0.885494326,,,,,,,
CCDC25,0.992346253,-0.003336766,0.149239438,0.885573366,,,,,,,
IVD,0.99293123,-0.003080829,0.14915331,0.885638846,,,,,,,
IGHV3-72,0.993318216,-0.0029116,0.148796937,0.885909795,,,,,,,
SLCO3A1,1.179747788,0.071789172,0.148608983,0.886052702,,,,,,,
EHD2,0.87868947,-0.056164578,-0.148600049,0.886059495,,,,,,,
ANAPC10,1.015224192,0.006561958,-0.148583189,0.886072314,,,,,,,
SMARCE1,0.979850332,-0.008840256,0.148575946,0.886077822,,,,,,,
OTUB1,1.062965059,0.026518989,0.14846127,0.886165015,,,,,,,
RPL32,0.894254233,-0.048538996,-0.148115801,0.886427704,,,,,,,
COPS7B,0.998717288,-0.000557433,-0.148102657,0.886437699,,,,,,,
FDXR,0.926871059,-0.032980678,-0.147973833,0.886535659,,,,,,,
RUFY1,0.983603105,-0.007180109,-0.147965898,0.886541693,,,,,,,
TSPAN7,0.935965025,-0.02874038,0.147898814,0.886592706,,,,,,,
CISD2,0.981953385,-0.007909128,-0.147697824,0.886745547,,,,,,,
DARS2,0.941561838,-0.026151152,-0.147544614,0.886862059,,,,,,,
NOP10,0.943562747,-0.025229214,-0.147321816,0.887031496,,,,,,,
ARFIP1,0.969710086,-0.013358087,-0.147302639,0.887046079,,,,,,,
NFX1,0.948616601,-0.022909279,-0.147168222,0.887148306,,,,,,,
FH,1.021614021,0.009286845,0.147137908,0.887171361,,,,,,,
SUB1,0.902685134,-0.04446371,-0.146743067,0.88747166,,,,,,,
LTBP2,0.884198062,-0.053450441,0.146721456,0.887488097,,,,,,,
COQ8A,1.015374716,0.006626345,0.146557764,0.887612599,,,,,,,
CD209,0.998207002,-0.000779388,0.146455199,0.887690612,,,,,,,
BST2,0.916922623,-0.037667312,0.1462822,0.8878222,,,,,,,
RAB2A,0.9949488,-0.002199267,0.146276468,0.887826559,,,,,,,
EPS8L2,1.013843477,0.005970911,0.146230492,0.887861531,,,,,,,
DOK1,0.95716946,-0.019011167,0.146179362,0.887900423,,,,,,,
PTN,0.982910861,-0.007485866,0.146119608,0.887945875,,,,,,,
LRRC59,0.961275835,-0.017151975,-0.146018286,0.888022948,,,,,,,
RAD9A,1.002048518,0.00088875,0.14598275,0.888049979,,,,,,,
TRIAP1,0.910811937,-0.040571286,-0.1459742,0.888056483,,,,,,,
RNF141,1.161428571,0.064992506,0.145884728,0.888124543,,,,,,,
DSCAML1,1.000391323,0.000169916,0.145871052,0.888134945,,,,,,,
LSM2,0.960686196,-0.017418449,-0.145772695,0.888209766,,,,,,,
DPF2,1.003590469,0.001556528,0.145478751,0.888433376,,,,,,,
PHF24,1.097754682,0.040505298,0.145435762,0.888466079,,,,,,,
CRTAP,0.966063798,-0.014994192,0.14536794,0.888517675,,,,,,,
MTIF2,1.053169028,0.022498079,0.145220937,0.888629509,,,,,,,
FBN1,0.95563144,-0.019709571,0.145124698,0.888702726,,,,,,,
ADAM17,0.993519287,-0.002823698,0.145002677,0.888795558,,,,,,,
CHD7,1.008202046,0.003547574,0.144749861,0.888987905,,,,,,,
P4HB,0.998951573,-0.000455565,0.144675433,0.889044533,,,,,,,
TBCD,1.018361395,0.007901927,0.144637878,0.889073106,,,,,,,
PLOD3,0.98722622,-0.005583319,0.144500391,0.889177714,,,,,,,
BBLN,1.059992815,0.025302922,0.144295852,0.889333343,,,,,,,
GTF2A2,0.930968325,-0.031065095,-0.144114287,0.889471496,,,,,,,
STXBP1,1.185055401,0.073738654,0.144105372,0.88947828,,,,,,,
SMOC1,0.870661346,-0.060150736,-0.144057969,0.889514349,,,,,,,
WDR70,0.976167882,-0.010475486,0.14400994,0.889550895,,,,,,,
SFPQ,0.93464002,-0.029355627,0.144002547,0.889556521,,,,,,,
SEPTIN5,0.974250199,-0.011329497,0.143874133,0.889654235,,,,,,,
ACOT9,1.000966873,0.000419705,0.143842216,0.889678522,,,,,,,
SUMF2,0.917745536,-0.037277719,0.143833982,0.889684788,,,,,,,
DKK2,1.015263755,0.006578882,-0.143562596,0.889891304,,,,,,,
NCS1,1.109779262,0.045236605,0.143324574,0.890072437,,,,,,,
DEGS1,0.996941368,-0.001330383,-0.143209513,0.890160001,,,,,,,
CUX1,0.975560595,-0.01074575,-0.14299956,0.890319783,,,,,,,
MSH5,0.979412778,-0.009034234,0.142986389,0.890329807,,,,,,,
ASH2L,0.963901461,-0.015967362,-0.142823773,0.890453567,,,,,,,
CEP170B,1.031618148,0.013518974,-0.142771075,0.890493675,,,,,,,
ACACA,1.045213562,0.019205036,-0.142739213,0.890517924,,,,,,,
CPZ,0.974509439,-0.01121395,0.142736553,0.890519949,,,,,,,
PDE5A,0.959551809,-0.017931571,-0.142542639,0.890667536,,,,,,,
CTU2,1.082745826,0.034526518,-0.142510075,0.890692321,,,,,,,
NUP88,1.000945023,0.000410225,0.142389808,0.890783858,,,,,,,
S100A11,0.938853492,-0.027402174,0.142271898,0.890873603,,,,,,,
MRPS34,0.974637152,-0.011157038,-0.142245406,0.890893767,,,,,,,
ATP5F1B,0.967711548,-0.014254076,0.142127015,0.890983881,,,,,,,
CUL2,1.075605354,0.031652955,0.142106188,0.890999734,,,,,,,
MARK3,1.025918122,0.011112701,0.142053627,0.891039741,,,,,,,
ABLIM1,0.991307408,-0.003791648,0.141948153,0.891120025,,,,,,,
MTCL3,1.202106443,0.079942925,0.141780305,0.89124779,,,,,,,
CTNNAL1,1.015435115,0.006652178,-0.141726927,0.891288421,,,,,,,
HUWE1,1.016031439,0.006907147,0.141552807,0.891420965,,,,,,,
PARP4,0.995299603,-0.002046169,-0.141501034,0.891460376,,,,,,,
REPS2,1.018138391,0.007806814,0.141367737,0.891561847,,,,,,,
RABAC1,0.957962692,-0.018651404,-0.140957664,0.891874027,,,,,,,
ANKFY1,1.039370118,0.016770227,0.14077526,0.892012894,,,,,,,
SMIM15,1.058762307,0.024798472,0.140700051,0.892070152,,,,,,,
ECRG4,0.933399947,-0.029932228,0.140691095,0.892076971,,,,,,,
CPS1,1.030766949,0.013160484,-0.140690204,0.892077649,,,,,,,
TWF1,0.956445882,-0.019339598,-0.140453497,0.892257866,,,,,,,
CSE1L,1.016393038,0.007061682,-0.140234864,0.892424328,,,,,,,
SULT2A1,1.01791205,0.007710256,0.140155336,0.89248488,,,,,,,
C17orf75,0.986890516,-0.005731025,0.140062759,0.892555369,,,,,,,
ACSS3,0.966702462,-0.014707176,0.140034356,0.892576995,,,,,,,
GUK1,0.975120035,-0.01094192,0.139928825,0.892657349,,,,,,,
UQCRFS1,0.996563996,-0.001494807,0.139916704,0.892666579,,,,,,,
GTPBP8,1.034001293,0.014521082,0.139821257,0.892739255,,,,,,,
PLCG2,0.989371931,-0.004640415,0.139811765,0.892746483,,,,,,,
TXNDC5,0.976276655,-0.010427096,0.139803979,0.892752411,,,,,,,
NFU1,0.928369249,-0.032279254,-0.139783293,0.892768163,,,,,,,
HLA-F,1.016977226,0.007311227,-0.139678459,0.892847988,,,,,,,
LUC7L3,0.946096018,-0.024064785,-0.139591255,0.892914391,,,,,,,
NDUFB7,0.981306949,-0.008195126,-0.139543174,0.892951003,,,,,,,
PDIA4,0.971967207,-0.012348387,-0.139521141,0.892967781,,,,,,,
NUDT12,0.984507137,-0.006781131,-0.139408389,0.89305364,,,,,,,
CUEDC1,0.991035667,-0.003910715,0.139147433,0.893252359,,,,,,,
STX1A,1.131036361,0.053476567,0.139008612,0.893358076,,,,,,,
TECTA,0.884528537,-0.053288151,-0.138858269,0.893472569,,,,,,,
FOXRED1,0.953390868,-0.020729012,0.1388091,0.893510014,,,,,,,
MAEA,1.003874407,0.001679382,-0.138767847,0.893541432,,,,,,,
ANKRD16,1.058401373,0.024650395,0.138757743,0.893549126,,,,,,,
CSTB,1.014402714,0.006210402,0.138725358,0.89357379,,,,,,,
CAVIN3,0.885278437,-0.052920114,0.13871403,0.893582417,,,,,,,
PLXNB2,1.010082768,0.004356962,0.138648687,0.893632181,,,,,,,
SNX9,0.966043071,-0.01500351,-0.138588632,0.893677918,,,,,,,
BLVRA,0.993305213,-0.002917285,-0.138384844,0.893833123,,,,,,,
UFL1,0.985300903,-0.006431119,0.138070999,0.894072158,,,,,,,
ACSF3,1.076427081,0.031984615,0.137963822,0.89415379,,,,,,,
AIFM1,0.974320313,-0.011298243,0.137921441,0.89418607,,,,,,,
SLC25A30,0.980551787,-0.008529465,-0.137904509,0.894198967,,,,,,,
FGFR1,0.950478532,-0.022057688,0.137902236,0.894200698,,,,,,,
MAGI2,1.031429521,0.013439557,0.137716017,0.894342538,,,,,,,
NUBP2,0.980138098,-0.008712729,-0.137708173,0.894348513,,,,,,,
GPX3,0.860293085,-0.065353568,-0.137703181,0.894352315,,,,,,,
HOGA1,0.93326432,-0.029995338,-0.137693559,0.894359644,,,,,,,
HLTF,0.952966972,-0.020922151,-0.137552005,0.894467466,,,,,,,
RAN,1.029468415,0.012613027,0.137418746,0.894568973,,,,,,,
OR4K3,1.010303182,0.004451721,0.13736857,0.894607194,,,,,,,
RBM33,0.974326331,-0.01129556,0.137225621,0.894716085,,,,,,,
ARIH2,1.072937102,0.030574263,0.136750364,0.895078127,,,,,,,
CNKSR3,1.038018919,0.016205269,0.136627721,0.895171558,,,,,,,
HEATR5A,1.02318811,0.009955485,0.136412615,0.895335433,,,,,,,
UBE2K,1.04505977,0.01914113,0.136245632,0.895462651,,,,,,,
UBE4B,1.07863539,0.032874666,0.13619665,0.895499969,,,,,,,
CAPZA2,0.987491771,-0.005466515,0.136130032,0.895550724,,,,,,,
DNAAF3,1.002798568,0.001213705,0.136102247,0.895571893,,,,,,,
WAS,0.956131502,-0.019482373,-0.135819418,0.895787381,,,,,,,
IGFALS,0.939194139,-0.027244626,-0.135670464,0.895900873,,,,,,,
FCGR1A,1.016106943,0.006939419,0.135600194,0.895954415,,,,,,,
FERMT2,0.919412886,-0.036489414,-0.135384062,0.896119099,,,,,,,
MSI1,0.944408845,-0.024839954,-0.135324189,0.89616472,,,,,,,
AGPAT3,1.066928574,0.028135346,0.135318341,0.896169176,,,,,,,
SFXN3,0.983016937,-0.007438999,-0.135280363,0.896198115,,,,,,,
ATP5F1D,0.959344188,-0.018025551,0.135220401,0.896243805,,,,,,,
SIRT5,0.943746453,-0.025144667,-0.135023584,0.89639378,,,,,,,
ADAMTSL5,1.025250158,0.010829845,0.134965588,0.896437974,,,,,,,
MPRIP,0.98315202,-0.007379324,0.134713587,0.896630008,,,,,,,
BBS7,0.948232713,-0.023085066,-0.134610897,0.896708263,,,,,,,
RNASE6,1.052696515,0.022303185,-0.134363353,0.896896911,,,,,,,
NISCH,0.965141443,-0.015409035,-0.134085418,0.897108726,,,,,,,
FSD1L,1.100982528,0.041780427,0.134055041,0.897131878,,,,,,,
ENPP1,0.98924109,-0.004697853,0.133978162,0.897190469,,,,,,,
SIN3B,0.998547482,-0.000631279,0.133906643,0.897244977,,,,,,,
NDUFS4,1.010904756,0.00471024,0.133455155,0.897589087,,,,,,,
CLEC14A,0.935350579,-0.029025581,0.133331251,0.897683527,,,,,,,
OCEL1,1.01855696,0.007985321,0.13323298,0.897758431,,,,,,,
AQR,0.980925429,-0.008364007,-0.132934907,0.897985634,,,,,,,
AGPAT1,0.950386182,-0.022099887,-0.132916533,0.897999639,,,,,,,
CYSTM1,0.984379944,-0.006837243,-0.132813261,0.89807836,,,,,,,
ADGRE5,1.008953001,0.003870937,0.132731306,0.898140833,,,,,,,
VPS36,1.039031675,0.016628787,0.132445987,0.89835833,,,,,,,
MBD3,0.959875277,-0.017785194,-0.132374424,0.898412884,,,,,,,
NGEF,1.150560466,0.060909447,0.132194786,0.898549828,,,,,,,
TPD52L2,0.965888619,-0.015072951,0.13219002,0.898553461,,,,,,,
PHF10,1.026634383,0.011415805,0.132180385,0.898560806,,,,,,,
MYCBP2,1.031449678,0.013448045,0.132176873,0.898563484,,,,,,,
RAB43,0.982615392,-0.007616437,-0.132050972,0.898659464,,,,,,,
RPL26,0.901347378,-0.0451078,-0.13202705,0.898677701,,,,,,,
ACAA2,0.987442621,-0.005488131,0.131986031,0.898708973,,,,,,,
ZNF800,1.08225627,0.03433011,0.131494191,0.899083948,,,,,,,
DNAJC19,1.00160587,0.000696861,0.13096161,0.899490016,,,,,,,
LNPK,0.996449131,-0.001544867,0.130728353,0.899667874,,,,,,,
GALNS,0.988379723,-0.005076173,-0.130712798,0.899679734,,,,,,,
CHCHD3,0.99944758,-0.000239979,0.130635558,0.899738631,,,,,,,
RAB3GAP1,0.990271214,-0.004245845,-0.130513174,0.899831952,,,,,,,
WDR73,0.933995825,-0.029655065,-0.130435307,0.899891328,,,,,,,
RAB11FIP4,1.011096939,0.004792796,0.130360433,0.899948424,,,,,,,
ECHDC3,1.040259935,0.017141872,0.130320036,0.899979229,,,,,,,
MARK1,1.002431321,0.001054628,-0.130259835,0.900025135,,,,,,,
NDUFAF5,0.958000322,-0.018634345,-0.130182247,0.900084301,,,,,,,
NOSIP,0.974074736,-0.01140772,-0.130085759,0.900157881,,,,,,,
DKK3,1.045924395,0.019500293,0.130028836,0.900201289,,,,,,,
C7orf50,1.013461925,0.005807437,-0.129912817,0.900289765,,,,,,,
WAPL,1.00781393,0.003380357,0.129804929,0.900372041,,,,,,,
ARPC5,1.001553579,0.000674187,0.129659123,0.900483236,,,,,,,
AGK,0.943971076,-0.025041313,-0.129535404,0.900577589,,,,,,,
NSUN4,0.960098357,-0.017684274,0.129533898,0.900578738,,,,,,,
RBCK1,0.926716182,-0.033053253,-0.129476716,0.900622347,,,,,,,
C2CD2L,1.073522502,0.030811152,0.129469942,0.900627513,,,,,,,
TRA2A,0.935488478,-0.028961557,-0.129270518,0.900779606,,,,,,,
ABHD14B,0.937962954,-0.027814314,0.129229493,0.900810895,,,,,,,
ARMCX2,0.97696081,-0.010122857,0.129104942,0.900905889,,,,,,,
SURF4,0.979544138,-0.00897599,0.128804641,0.901134931,,,,,,,
PLA2G6,1.070457949,0.029569611,0.128672055,0.901236058,,,,,,,
ZBTB40,1.008234873,0.003561715,-0.128552552,0.901327209,,,,,,,
MRPL10,0.921827033,-0.03535056,-0.128316955,0.901506915,,,,,,,
CDK12,0.99298424,-0.003057644,-0.128313043,0.901509899,,,,,,,
METTL1,0.953020134,-0.020897924,-0.128086838,0.901682447,,,,,,,
TUB,1.015033035,0.006480177,0.128083114,0.901685288,,,,,,,
GMPR,1.075845923,0.031750078,-0.128002946,0.90174644,,,,,,,
SGSH,1.017396895,0.007490408,0.127998113,0.901750127,,,,,,,
MEGF9,1.088435374,0.036802648,0.127913323,0.901814807,,,,,,,
DSTN,0.925363141,-0.033687803,-0.127874858,0.901844149,,,,,,,
LYRM1,1.00406732,0.001762832,0.127638115,0.902024746,,,,,,,
MAP3K3,1.022812148,0.009795878,0.127439028,0.902176624,,,,,,,
CDC23,1.015160878,0.006534873,0.127413015,0.902196469,,,,,,,
PKD1L3,1.006191241,0.002680532,-0.127383263,0.902219166,,,,,,,
PLXNA2,1.033409416,0.014272414,0.127379434,0.902222087,,,,,,,
SMARCB1,0.933790204,-0.029750686,-0.127150529,0.902396718,,,,,,,
SCO1,0.920162744,-0.036135355,-0.126939334,0.902557843,,,,,,,
KIAA0513,1.095141212,0.039470123,0.126931328,0.902563952,,,,,,,
BUD31,0.929612166,-0.031698201,-0.126655653,0.902774277,,,,,,,
DDX1,0.961285457,-0.017147628,-0.126513798,0.902882509,,,,,,,
RAVER1,0.987801938,-0.005330126,0.126423126,0.90295169,,,,,,,
RICTOR,0.989311238,-0.004667058,0.126349108,0.903008166,,,,,,,
BLTP1,1.010202151,0.004408289,0.126208902,0.903115144,,,,,,,
IGLV4-69,0.98338207,-0.007277715,-0.126081207,0.903212578,,,,,,,
PCDH9,1.090981366,0.037817333,0.126008328,0.903268187,,,,,,,
TRMU,1.01314609,0.005672073,-0.125644102,0.903546112,,,,,,,
PSMD7,0.976047764,-0.010528929,-0.125559507,0.903610665,,,,,,,
R3HCC1,1.015389056,0.006632478,-0.125479891,0.903671419,,,,,,,
ATP6V1A,1.062310137,0.026251326,0.125367915,0.903756868,,,,,,,
THSD4,0.962145079,-0.016759437,0.125186966,0.903894953,,,,,,,
NDUFS5,1.003624015,0.001571045,0.125166187,0.90391081,,,,,,,
DENND5B,1.034518571,0.014738291,-0.125162963,0.90391327,,,,,,,
HTATSF1,0.990696443,-0.004059396,0.124944352,0.904080101,,,,,,,
STK10,1.030904111,0.013218272,0.124941531,0.904082254,,,,,,,
CCL14,1.015203769,0.006553222,0.124662016,0.904295571,,,,,,,
NUCB1,0.886112912,-0.052510935,-0.124475694,0.904437771,,,,,,,
CFDP1,1.006170502,0.002671581,0.124417568,0.904482132,,,,,,,
SDHAF3,0.930810506,-0.031138724,-0.124355972,0.904529144,,,,,,,
SMAP2,0.970910598,-0.012820758,0.124234672,0.904621722,,,,,,,
MDK,0.924273709,-0.0341994,-0.124220775,0.904632329,,,,,,,
RTF1,0.991903026,-0.003530785,-0.123897905,0.904878759,,,,,,,
NAA38,0.992529594,-0.003256535,0.12375605,0.904987033,,,,,,,
CLCC1,0.992741114,-0.003163992,-0.123755275,0.904987624,,,,,,,
ARHGEF7,1.000938007,0.00040718,-0.123604497,0.905102712,,,,,,,
CDK17,0.977092926,-0.010064131,0.123430968,0.905235167,,,,,,,
INPP4A,1.026874908,0.011517542,-0.123275678,0.905353704,,,,,,,
TMT1A,0.996176497,-0.001663709,0.123036029,0.905536639,,,,,,,
CLASP2,1.03435943,0.014671478,-0.123023499,0.905546204,,,,,,,
H1-2,1.046897443,0.019904139,0.122945698,0.905605595,,,,,,,
GYPC,1.050272646,0.021302054,0.122942694,0.905607888,,,,,,,
BCAP31,1.015912943,0.006856494,0.122855314,0.905674591,,,,,,,
LOX,1.079285714,0.033136429,0.122695903,0.905796283,,,,,,,
ASL,1.002427651,0.001053038,0.122583721,0.905881923,,,,,,,
SSU72,0.97127133,-0.012659431,-0.122566433,0.905895121,,,,,,,
UMAD1,0.999071495,-0.000403432,0.122268623,0.906122476,,,,,,,
IDI2-AS1,0.95998321,-0.017736363,0.122219487,0.906159989,,,,,,,
ACY1,0.947483998,-0.023428116,-0.122142286,0.906218928,,,,,,,
HNRNPD,0.907421465,-0.042190952,-0.122099028,0.906251953,,,,,,,
DHTKD1,0.964683498,-0.01561515,0.121911963,0.906394771,,,,,,,
OGA,1.012202959,0.005267602,0.121904323,0.906400604,,,,,,,
NUDT21,0.943277831,-0.025360372,-0.12187726,0.906421267,,,,,,,
PPIL2,0.972780243,-0.011985259,0.121849688,0.906442317,,,,,,,
PAXBP1,0.970649864,-0.012937402,0.121757057,0.90651304,,,,,,,
COPRS,1.004134526,0.0017919,-0.121635389,0.906605933,,,,,,,
ISOC1,1.015548348,0.006700604,-0.121577132,0.906650414,,,,,,,
MRPS2,0.991134546,-0.003867386,0.121562474,0.906661605,,,,,,,
SHC1,0.917247052,-0.037513675,-0.121550975,0.906670385,,,,,,,
SLC35B1,1.06112931,0.025768311,0.121466138,0.906735159,,,,,,,
CHKB,0.96287827,-0.016428614,-0.121419568,0.906770718,,,,,,,
PLXNC1,0.960268588,-0.017607278,0.121266062,0.906887925,,,,,,,
ANAPC16,1.039324206,0.016751042,-0.12125275,0.90689809,,,,,,,
KIFAP3,0.997887978,-0.000918209,-0.121196363,0.906941144,,,,,,,
MAPK7,0.992386339,-0.003319223,-0.120984107,0.907103215,,,,,,,
TMEM106B,2.448922186,0.388974986,-0.120776862,0.907261465,,,,,,,
HLA-DRB3,1.093050294,0.038640146,0.120681424,0.907334341,,,,,,,
MICOS13,0.945969774,-0.02412274,-0.120631796,0.907372238,,,,,,,
CD276,0.999780257,-9.54E-05,-0.120497573,0.907474733,,,,,,,
ERG28,0.948978898,-0.022743445,0.120384357,0.907561188,,,,,,,
FABP7,0.999987674,-5.35E-06,-0.120377359,0.907566532,,,,,,,
MISP3,1.041961219,0.017851555,0.120260465,0.907655798,,,,,,,
HAT1,1.024984659,0.010717365,0.120180626,0.907716767,,,,,,,
CBFB,1.011740217,0.005069014,0.120058554,0.90780999,,,,,,,
P3H1,1.003861004,0.001673584,0.120000544,0.907854291,,,,,,,
MAP2K5,0.931430007,-0.030849775,0.11993492,0.907904407,,,,,,,
OAS3,0.839395442,-0.076033393,-0.119852446,0.907967392,,,,,,,
SLC35F6,0.992295386,-0.003359028,0.119780465,0.908022364,,,,,,,
MRPL22,0.960842287,-0.017347892,-0.119639374,0.908130116,,,,,,,
MRPL17,0.936051154,-0.028700417,-0.119530081,0.908213585,,,,,,,
SH3BGR,1.046110325,0.019577489,0.119193483,0.90847066,,,,,,,
