Row,FC_ad_adnc,log10 LFC,t_ad_adnc,p_ad_adnc,,,,,,,,,,,,,,,,
PVALB,1.173906234,0.069633409,1.09987522,0.28512746,,,,,,,,,,,,,,,,
PVR,0.46368577,-0.333776232,-0.493784026,0.627118434,,,,,,,,,,,,,,,,
PXDNL,1.185837911,0.074025331,1.012814445,0.323873725,,,,,,,,,,,,,,,,
PXN,0.371326489,-0.430244069,-0.948992822,0.354539834,,,,,,,,,,,,,,,,
PYDC1,0.518421432,-0.285317053,-0.635369171,0.532765961,,,,,,,,,,,,,,,,
PYY,0.496540275,-0.30404552,-1.486800532,0.153474431,,,,,,,,,,,,,,,,
PZP,0.645160592,-0.190332168,0.006799101,0.994646026,,,,,,,,,,,,,,,,
QDPR,0.83082441,-0.080490752,-1.360488828,0.18959801,,,,,,,,,,,,,,,,
QPCT,1.025870703,0.011092627,0.603422048,0.553364171,,,,,,,,,,,,,,,,
QSOX1,0.824588129,-0.083762922,-0.055185384,0.956566945,,,,,,,,,,,,,,,,
RAB10,0.587876435,-0.230713948,-1.099354293,0.2853488,,,,,,,,,,,,,,,,
RAB11FIP3,1.938598283,0.287487824,-0.532483196,0.600563942,,,,,,,,,,,,,,,,
RAB27B,1.118036085,0.048455821,-1.174057726,0.254878645,,,,,,,,,,,,,,,,
RAB2B,0.507615403,-0.294465208,-1.322577593,0.201675641,,,,,,,,,,,,,,,,
RAB33A,0.92183607,-0.035346303,-0.558439921,0.583065919,,,,,,,,,,,,,,,,
RAB37,0.883773054,-0.053659244,-0.446843969,0.660039435,,,,,,,,,,,,,,,,
RAB39B,0.596449574,-0.224426268,-1.115039825,0.278738981,,,,,,,,,,,,,,,,
RAB3GAP1,0.825819127,-0.083115062,0.14611513,0.885369605,,,,,,,,,,,,,,,,
RAB44,1.050876345,0.021551616,0.15054298,0.881922975,,,,,,,,,,,,,,,,
RAB6A,0.513472479,-0.289482829,-1.417382297,0.172561918,,,,,,,,,,,,,,,,
RAB6B,0.404065346,-0.393548395,-1.244405044,0.228483136,,,,,,,,,,,,,,,,
RABEP1,0.479478204,-0.31923113,-1.356005994,0.190995448,,,,,,,,,,,,,,,,
RABEPK,0.483055557,-0.316002918,-1.20621606,0.242539918,,,,,,,,,,,,,,,,
RABGAP1L,0.625421451,-0.203827227,-0.864241487,0.398235114,,,,,,,,,,,,,,,,
RAC3,0.708644185,-0.149571772,-2.227821317,0.038173353,,,,,,,,,,,,,,,,
RAD23B,0.541985285,-0.266012505,-1.243270353,0.228891578,,,,,,,,,,,,,,,,
RAD51,0.706032031,-0.151175595,0.192264792,0.849574839,,,,,,,,,,,,,,,,
RALB,0.506821751,-0.295144755,-0.720858131,0.479773165,,,,,,,,,,,,,,,,
RALY,0.422859065,-0.373804355,-1.258645045,0.223404911,,,,,,,,,,,,,,,,
RANBP1,0.629141678,-0.201251544,-1.636842615,0.11811996,,,,,,,,,,,,,,,,
RANBP2,0.768650975,-0.114270818,-0.842020795,0.410250187,,,,,,,,,,,,,,,,
RANGAP1,1.282019865,0.107894755,2.771400235,0.012157008,,,,,,,,,,,,,,,,
RAP1A,0.8257209,-0.083166723,-0.408404155,0.687543029,,,,,,,,,,,,,,,,
RARRES1,0.808172684,-0.092495833,-0.575656629,0.571603067,,,,,,,,,,,,,,,,
RARRES2,1.173638643,0.0695344,0.152875454,0.880108348,,,,,,,,,,,,,,,,
RASA1,0.895004371,-0.048174844,-1.078150737,0.294464828,,,,,,,,,,,,,,,,
RASGRF1,0.510573254,-0.291941939,-0.923550951,0.367301016,,,,,,,,,,,,,,,,
RASSF2,0.730541344,-0.136355201,-0.447672385,0.659451958,,,,,,,,,,,,,,,,
RBFOX3,0.836392276,-0.077589986,-0.358297349,0.724070851,,,,,,,,,,,,,,,,
RBKS,0.909815548,-0.041046646,-0.92903062,0.364526672,,,,,,,,,,,,,,,,
RBM17,0.249359556,-0.603173985,-1.080799251,0.29331475,,,,,,,,,,,,,,,,
RBM19,0.379755952,-0.42049541,-1.172548278,0.255469195,,,,,,,,,,,,,,,,
RBM25,0.755772471,-0.121608931,-0.029618111,0.976680523,,,,,,,,,,,,,,,,
RBP1,0.887339183,-0.051910341,-1.333129723,0.198254553,,,,,,,,,,,,,,,,
RBP2,0.900509751,-0.04551158,0.040574206,0.968058676,,,,,,,,,,,,,,,,
RBP5,1.202021907,0.079912383,-0.590228534,0.561992402,,,,,,,,,,,,,,,,
RBP7,0.865396018,-0.062785108,-0.359301068,0.723332073,,,,,,,,,,,,,,,,
RBPMS,0.266880433,-0.573683266,-0.975923828,0.341365009,,,,,,,,,,,,,,,,
RBPMS2,0.699992953,-0.154906332,-0.816951007,0.424082218,,,,,,,,,,,,,,,,
RCC1,0.660019998,-0.180442905,-1.467121977,0.158700995,,,,,,,,,,,,,,,,
RCOR1,0.239427585,-0.620825815,-0.842326841,0.410083136,,,,,,,,,,,,,,,,
RECK,0.350857754,-0.454868921,-1.146273614,0.26591384,,,,,,,,,,,,,,,,
REEP4,0.730772783,-0.136217636,-0.251187886,0.804365439,,,,,,,,,,,,,,,,
REG1A,0.451004834,-0.345818803,0.253645843,0.802493622,,,,,,,,,,,,,,,,
REG1B,0.654182849,-0.184300846,0.703543975,0.490249445,,,,,,,,,,,,,,,,
REG3A,0.579800371,-0.236721511,-0.033876555,0.973328951,,,,,,,,,,,,,,,,
REG3G,0.872710623,-0.059129738,-0.909279484,0.374593174,,,,,,,,,,,,,,,,
REG4,0.981506335,-0.008106893,-0.246542498,0.80790636,,,,,,,,,,,,,,,,
RELB,1.104361385,0.043111213,-0.016642391,0.986895426,,,,,,,,,,,,,,,,
RELT,0.715285159,-0.145520786,-0.363780958,0.720038101,,,,,,,,,,,,,,,,
REN,2.855217346,0.455639173,0.215036013,0.832030552,,,,,,,,,,,,,,,,
REPS1,0.29051629,-0.536829511,-1.284329725,0.214466517,,,,,,,,,,,,,,,,
REST,0.761653529,-0.118242542,0.2635053,0.794997727,,,,,,,,,,,,,,,,
RET,0.687012808,-0.163035166,0.213917264,0.832890475,,,,,,,,,,,,,,,,
RETN,0.707317387,-0.150385666,-0.493694302,0.627180631,,,,,,,,,,,,,,,,
REXO2,0.745177183,-0.127740451,-1.068582123,0.298647052,,,,,,,,,,,,,,,,
RFC4,0.617077618,-0.209660206,-0.993747473,0.332833968,,,,,,,,,,,,,,,,
RGCC,0.469756296,-0.328127391,-0.453449118,0.655361667,,,,,,,,,,,,,,,,
RGL2,0.491252782,-0.308694977,-0.440687842,0.664412178,,,,,,,,,,,,,,,,
RGMA,0.932679284,-0.030267669,-0.038492666,0.969696458,,,,,,,,,,,,,,,,
RGMB,0.793207991,-0.100612919,-0.252188609,0.803603207,,,,,,,,,,,,,,,,
RGS10,0.596878399,-0.224114138,-0.677839239,0.506045146,,,,,,,,,,,,,,,,
RGS8,0.638835553,-0.194610922,-1.278064992,0.216620597,,,,,,,,,,,,,,,,
RHOC,0.478833889,-0.31981512,-0.848786558,0.406567392,,,,,,,,,,,,,,,,
RICTOR,0.816586412,-0.087997851,-1.033554325,0.314321642,,,,,,,,,,,,,,,,
RIDA,1.006162165,0.002667983,-0.258983116,0.798433339,,,,,,,,,,,,,,,,
RILP,1.076013823,0.03181785,-0.442603358,0.66305024,,,,,,,,,,,,,,,,
RILPL2,0.483534616,-0.31557243,-0.958177109,0.350008307,,,,,,,,,,,,,,,,
RIPK4,1.011568765,0.004995411,-0.409182548,0.686981469,,,,,,,,,,,,,,,,
RLN1,0.622097372,-0.206141633,-2.020378964,0.057668697,,,,,,,,,,,,,,,,
RLN2,0.445262399,-0.351383978,-0.497528199,0.624525518,,,,,,,,,,,,,,,,
RNASE1,1.036728301,0.015664954,1.312667235,0.204930845,,,,,,,,,,,,,,,,
RNASE10,0.664730025,-0.177354704,-1.044219238,0.30948839,,,,,,,,,,,,,,,,
RNASE3,0.894896524,-0.048227179,0.638717924,0.530631312,,,,,,,,,,,,,,,,
RNASE4,1.237054667,0.092388892,0.942987496,0.357524418,,,,,,,,,,,,,,,,
RNASE6,1.08637274,0.035978859,0.705534359,0.489038395,,,,,,,,,,,,,,,,
RNASEH2A,0.405742553,-0.391749442,-1.649070409,0.115569267,,,,,,,,,,,,,,,,
RNASET2,1.095313093,0.039538279,0.419827194,0.679320889,,,,,,,,,,,,,,,,
RNF149,0.752988949,-0.123211397,-0.233413154,0.817936907,,,,,,,,,,,,,,,,
RNF168,0.49037228,-0.309474088,-0.589292916,0.562606932,,,,,,,,,,,,,,,,
RNF31,0.649886271,-0.187162637,-1.107916735,0.281726554,,,,,,,,,,,,,,,,
RNF4,0.990808003,-0.004010494,-0.374615118,0.712095252,,,,,,,,,,,,,,,,
RNF41,0.903626374,-0.044011102,-0.246738803,0.807756641,,,,,,,,,,,,,,,,
RNF43,0.351796151,-0.453708916,-0.914761041,0.371780943,,,,,,,,,,,,,,,,
RNF5,0.87023412,-0.060363893,-1.031050359,0.315464154,,,,,,,,,,,,,,,,
ROBO1,0.608807203,-0.215520218,-0.024874004,0.980414852,,,,,,,,,,,,,,,,
ROBO2,0.655787682,-0.183236745,-0.306109836,0.762849919,,,,,,,,,,,,,,,,
ROBO4,0.913841661,-0.039129047,-1.127833251,0.273431749,,,,,,,,,,,,,,,,
ROR1,0.674180526,-0.171223797,-0.452128484,0.65629578,,,,,,,,,,,,,,,,
RP2,0.542183742,-0.265853509,-0.918094759,0.370077563,,,,,,,,,,,,,,,,
RPA2,0.62836389,-0.201788781,-1.08894787,0.289796771,,,,,,,,,,,,,,,,
RPE,0.559687283,-0.252054561,-1.618654901,0.122001998,,,,,,,,,,,,,,,,
RPGR,0.635877591,-0.19662648,-2.604138484,0.017430581,,,,,,,,,,,,,,,,
RPL14,0.994246251,-0.002506038,-0.748905534,0.463085551,,,,,,,,,,,,,,,,
RPS10,0.845572084,-0.072849363,-1.012771197,0.323893855,,,,,,,,,,,,,,,,
RRAS,0.397179347,-0.401013343,-1.142397543,0.267481179,,,,,,,,,,,,,,,,
RRM2,0.543427868,-0.264858094,-0.906839956,0.375849296,,,,,,,,,,,,,,,,
RRM2B,0.742802902,-0.129126408,-1.091055722,0.28889177,,,,,,,,,,,,,,,,
RRP15,0.169345409,-0.771226573,-1.346460766,0.193998262,,,,,,,,,,,,,,,,
RSPO1,1.18474429,0.073624624,0.617929885,0.543958004,,,,,,,,,,,,,,,,
RSPO3,0.677172161,-0.169300905,0.039501777,0.968902459,,,,,,,,,,,,,,,,
RTBDN,0.436128192,-0.360385839,-0.532134057,0.600801044,,,,,,,,,,,,,,,,
RTKN2,0.880349315,-0.055344969,-1.007641862,0.32628757,,,,,,,,,,,,,,,,
RTN4IP1,0.41172869,-0.38538887,-1.189434013,0.248921249,,,,,,,,,,,,,,,,
RTN4R,0.769870986,-0.113582047,-0.267312648,0.792108517,,,,,,,,,,,,,,,,
RUVBL1,0.946121263,-0.024053197,-0.304748608,0.763870595,,,,,,,,,,,,,,,,
RWDD1,0.651907488,-0.18581403,-0.957937576,0.350125986,,,,,,,,,,,,,,,,
RYR1,0.948967557,-0.022748635,-1.558068924,0.135717991,,,,,,,,,,,,,,,,
S100A11,0.797455315,-0.098293643,-0.343364083,0.735094783,,,,,,,,,,,,,,,,
S100A12,1.3490303,0.130021704,-0.279978572,0.782519373,,,,,,,,,,,,,,,,
S100A13,0.77385223,-0.111341961,-1.255502127,0.224518166,,,,,,,,,,,,,,,,
S100A14,0.906597137,-0.042585657,-0.679280372,0.505151962,,,,,,,,,,,,,,,,
S100A16,0.440334672,-0.356217117,-1.069420375,0.298278967,,,,,,,,,,,,,,,,
S100A3,0.434953682,-0.361556988,-0.480171293,0.636587354,,,,,,,,,,,,,,,,
S100A4,0.70654636,-0.150859337,-0.05391077,0.957569081,,,,,,,,,,,,,,,,
S100G,0.055663525,-1.254429295,-1.135708062,0.270202276,,,,,,,,,,,,,,,,
S100P,0.662924407,-0.178535991,-1.259302166,0.223172692,,,,,,,,,,,,,,,,
SAA4,0.712002732,-0.14751834,-1.414536713,0.173383633,,,,,,,,,,,,,,,,
SAFB2,0.320991889,-0.493505941,-1.244130347,0.228581964,,,,,,,,,,,,,,,,
SAG,0.467077957,-0.330610628,-1.779116667,0.09122419,,,,,,,,,,,,,,,,
SAMD9L,0.254340897,-0.594583802,-0.86900727,0.395688288,,,,,,,,,,,,,,,,
SAP18,0.953811358,-0.020537511,-0.060911101,0.952066169,,,,,,,,,,,,,,,,
SARG,0.672126593,-0.172548921,-0.563784604,0.579495056,,,,,,,,,,,,,,,,
SART1,0.246279751,-0.608571294,-1.348324648,0.193408983,,,,,,,,,,,,,,,,
SAT1,0.844685524,-0.073304948,0.030268085,0.976168936,,,,,,,,,,,,,,,,
SAT2,0.543982984,-0.264414685,-1.64338832,0.116748666,,,,,,,,,,,,,,,,
SATB1,0.635797734,-0.196681024,-1.312742294,0.204906037,,,,,,,,,,,,,,,,
SBSN,0.988854649,-0.00486754,-0.319690603,0.752691459,,,,,,,,,,,,,,,,
SCAMP3,0.612165216,-0.213131352,-0.736988428,0.470132949,,,,,,,,,,,,,,,,
SCARA5,0.387361218,-0.411883862,-0.411521865,0.685294926,,,,,,,,,,,,,,,,
SCARB1,0.810449885,-0.091273835,-0.612513768,0.547459478,,,,,,,,,,,,,,,,
SCARB2,0.700588033,-0.154537285,-0.417840677,0.680747833,,,,,,,,,,,,,,,,
SCARF1,0.863684306,-0.063644972,-0.002592724,0.997958337,,,,,,,,,,,,,,,,
SCARF2,0.389305429,-0.40970954,-1.806804384,0.086656751,,,,,,,,,,,,,,,,
SCG2,0.903618496,-0.044014888,-0.377902334,0.709691903,,,,,,,,,,,,,,,,
SCG3,1.133724257,0.054507439,2.614984194,0.017031389,,,,,,,,,,,,,,,,
SCGB1A1,0.953605507,-0.020631249,-0.035464769,0.972079088,,,,,,,,,,,,,,,,
SCGB2A2,1.064355501,0.027086709,-0.477736382,0.638287909,,,,,,,,,,,,,,,,
SCGB3A1,1.078140049,0.032675179,-0.729083707,0.474842675,,,,,,,,,,,,,,,,
SCGB3A2,0.355255159,-0.449459607,-0.783666492,0.442896024,,,,,,,,,,,,,,,,
SCGN,1.022803908,0.009792379,0.635445128,0.532717491,,,,,,,,,,,,,,,,
SCIN,0.387519036,-0.411706959,-0.851892055,0.404884142,,,,,,,,,,,,,,,,
SCLY,0.634660358,-0.197458628,-0.374651583,0.712068574,,,,,,,,,,,,,,,,
SCN2A,0.725357833,-0.139447694,-0.160824323,0.873929426,,,,,,,,,,,,,,,,
SCN2B,0.702572725,-0.153308714,-0.578853808,0.5694872,,,,,,,,,,,,,,,,
SCN3A,0.15582808,-0.80735428,0.060273891,0.952566977,,,,,,,,,,,,,,,,
SCN3B,0.912344911,-0.039840946,-0.568757783,0.576182389,,,,,,,,,,,,,,,,
SCN4B,0.88221494,-0.054425592,0.121575178,0.904512071,,,,,,,,,,,,,,,,
SCP2,0.742224653,-0.129464625,-0.640922766,0.52922841,,,,,,,,,,,,,,,,
SCPEP1,0.680445004,-0.16720697,-1.010058675,0.325158168,,,,,,,,,,,,,,,,
SCRG1,1.046057082,0.019555384,0.690626664,0.49815121,,,,,,,,,,,,,,,,
SCRIB,0.552822931,-0.257413951,-0.603012536,0.553630924,,,,,,,,,,,,,,,,
SCRN1,0.633138566,-0.198501232,-1.368102534,0.187243248,,,,,,,,,,,,,,,,
SCT,0.77663382,-0.109783701,-1.947619607,0.066391583,,,,,,,,,,,,,,,,
SDC1,1.436589464,0.157332677,-0.432739244,0.670076416,,,,,,,,,,,,,,,,
SDC4,1.008728202,0.003774163,-0.617057057,0.544521466,,,,,,,,,,,,,,,,
SDCCAG8,0.602891712,-0.219760686,-0.801374558,0.432823146,,,,,,,,,,,,,,,,
SDHB,0.408082062,-0.389252495,-1.559291928,0.135428874,,,,,,,,,,,,,,,,
SDK2,0.454073032,-0.342874291,-0.889278229,0.384974684,,,,,,,,,,,,,,,,
SEC31A,0.790610916,-0.102037194,-0.625192811,0.539281542,,,,,,,,,,,,,,,,
SEL1L,0.546860965,-0.262123075,-0.520495634,0.608730814,,,,,,,,,,,,,,,,
SELE,0.711322815,-0.147933262,-0.771325375,0.45000096,,,,,,,,,,,,,,,,
SELENOP,1.446229495,0.160237215,0.345813792,0.733282252,,,,,,,,,,,,,,,,
SELL,0.705330545,-0.151607308,-0.264393967,0.794323088,,,,,,,,,,,,,,,,
SELP,3.541709438,0.549212929,-0.122594548,0.903715628,,,,,,,,,,,,,,,,
SELPLG,0.820708142,-0.085811258,-0.651798935,0.522338036,,,,,,,,,,,,,,,,
SEMA3F,0.743317436,-0.12882568,-0.068388305,0.946191123,,,,,,,,,,,,,,,,
SEMA3G,0.780321732,-0.107726298,-0.122019429,0.904164961,,,,,,,,,,,,,,,,
SEMA4C,0.554680295,-0.255957262,0.00940169,0.992596664,,,,,,,,,,,,,,,,
SEMA4D,0.785688747,-0.104749467,-0.768983607,0.451356987,,,,,,,,,,,,,,,,
SEMA6C,0.660500003,-0.180127176,-1.191257104,0.248221939,,,,,,,,,,,,,,,,
SEMA7A,0.93800517,-0.027794768,0.069568681,0.945263949,,,,,,,,,,,,,,,,
SEPTIN3,0.246370072,-0.60841205,-1.696562809,0.106101939,,,,,,,,,,,,,,,,
SEPTIN7,0.464705063,-0.332822596,-0.800672681,0.43321965,,,,,,,,,,,,,,,,
SEPTIN8,0.628932538,-0.201395936,-0.653541225,0.521238889,,,,,,,,,,,,,,,,
SEPTIN9,0.363130891,-0.439936804,-1.324139123,0.201166467,,,,,,,,,,,,,,,,
SERPINA1,0.897089228,-0.047164358,-0.604652074,0.552563351,,,,,,,,,,,,,,,,
SERPINA11,4.860278815,0.686661184,-0.51038239,0.615662049,,,,,,,,,,,,,,,,
SERPINA12,0.895216244,-0.048072046,0.177035997,0.861353695,,,,,,,,,,,,,,,,
SERPINA3,1.061783587,0.026036008,0.59632192,0.557998756,,,,,,,,,,,,,,,,
SERPINA4,0.762993473,-0.117479177,-0.244186777,0.809703627,,,,,,,,,,,,,,,,
SERPINA5,1.945854166,0.289110289,0.676201569,0.507061229,,,,,,,,,,,,,,,,
SERPINA6,0.780001069,-0.107904802,-0.538832719,0.596259925,,,,,,,,,,,,,,,,
SERPINA7,0.89610213,-0.04764249,-0.516800425,0.611259019,,,,,,,,,,,,,,,,
SERPINA9,0.767969761,-0.11465588,-0.201649221,0.842334204,,,,,,,,,,,,,,,,
SERPINB1,0.696309554,-0.157197646,-1.097340215,0.286205756,,,,,,,,,,,,,,,,
SERPINB5,1.279057021,0.106889906,0.34194636,0.736144482,,,,,,,,,,,,,,,,
SERPINB6,0.991422763,-0.003741114,-0.366707365,0.717889396,,,,,,,,,,,,,,,,
SERPINB8,0.531338698,-0.274628553,-0.621649281,0.541560433,,,,,,,,,,,,,,,,
SERPINB9,1.188227821,0.074899717,0.781884568,0.443917602,,,,,,,,,,,,,,,,
SERPINC1,0.894062337,-0.0486322,-0.16165402,0.873284946,,,,,,,,,,,,,,,,
SERPIND1,0.939363899,-0.027166134,-0.120191147,0.905593593,,,,,,,,,,,,,,,,
SERPINE1,2.041855352,0.310024973,1.49509243,0.151314857,,,,,,,,,,,,,,,,
SERPINE2,0.933696648,-0.0297942,-0.589285126,0.56261205,,,,,,,,,,,,,,,,
SERPINF1,1.013935957,0.006010525,-0.147494322,0.88429579,,,,,,,,,,,,,,,,
SERPINF2,0.641260984,-0.192965183,-0.631883624,0.534992785,,,,,,,,,,,,,,,,
SERPING1,1.174939112,0.070015361,1.42949879,0.169098223,,,,,,,,,,,,,,,,
SERPINH1,0.172824415,-0.762394904,-1.306015182,0.207138862,,,,,,,,,,,,,,,,
SERPINI1,0.998669834,-0.000578068,0.094667276,0.925570368,,,,,,,,,,,,,,,,
SERPINI2,0.677286937,-0.169227301,-0.173275773,0.864267328,,,,,,,,,,,,,,,,
SESTD1,0.443397354,-0.353206903,-0.397610057,0.695349352,,,,,,,,,,,,,,,,
SETMAR,0.456209572,-0.340835607,-0.764492042,0.453964857,,,,,,,,,,,,,,,,
SEZ6,0.888291601,-0.051444444,0.116662968,0.908351464,,,,,,,,,,,,,,,,
SEZ6L,1.140078139,0.056934618,1.2449884,0.228273371,,,,,,,,,,,,,,,,
SEZ6L2,0.978605861,-0.009392187,0.715823175,0.482805999,,,,,,,,,,,,,,,,
SF3B4,0.257187208,-0.589750636,-1.637497487,0.117982156,,,,,,,,,,,,,,,,
SFRP1,0.86272418,-0.06412803,-0.806365419,0.430010258,,,,,,,,,,,,,,,,
SFRP4,0.76990933,-0.113560418,0.143384759,0.887496094,,,,,,,,,,,,,,,,
SFTPA1,0.462577507,-0.334815489,-1.180336642,0.252433114,,,,,,,,,,,,,,,,
SFTPA2,0.531664563,-0.274362285,-0.326035068,0.747961462,,,,,,,,,,,,,,,,
SFTPD,0.880470081,-0.055285397,-1.282312849,0.215158176,,,,,,,,,,,,,,,,
SGSH,0.667754857,-0.175382944,-1.883351499,0.075052996,,,,,,,,,,,,,,,,
SH2B3,2.098855259,0.32198249,0.138149363,0.891576002,,,,,,,,,,,,,,,,
SH2D1A,0.566287216,-0.246963242,-0.625698459,0.538956776,,,,,,,,,,,,,,,,
SH3BGRL2,0.692151933,-0.159798564,-1.462532254,0.159940724,,,,,,,,,,,,,,,,
SH3BP1,0.476618019,-0.321829543,-0.732996493,0.4725079,,,,,,,,,,,,,,,,
SH3GLB2,0.331278051,-0.479807338,-1.357114403,0.190649163,,,,,,,,,,,,,,,,
SHBG,0.845454023,-0.072910005,0.14235148,0.88830107,,,,,,,,,,,,,,,,
SHC1,0.87297142,-0.058999974,-0.284259934,0.779286005,,,,,,,,,,,,,,,,
SHD,0.553495865,-0.256885619,-1.575731884,0.131592129,,,,,,,,,,,,,,,,
SHH,0.890410414,-0.050409769,-1.138118779,0.269219308,,,,,,,,,,,,,,,,
SHISA5,1.009823512,0.004245478,0.849856022,0.405987209,,,,,,,,,,,,,,,,
SHMT1,0.748834654,-0.125614066,-1.135042801,0.270474004,,,,,,,,,,,,,,,,
SHPK,0.849558497,-0.070806712,-1.565726921,0.133916097,,,,,,,,,,,,,,,,
SIAE,0.970040225,-0.013210256,-0.86040708,0.400291944,,,,,,,,,,,,,,,,
SIGLEC1,0.554167638,-0.256358839,-0.70551163,0.489052214,,,,,,,,,,,,,,,,
SIGLEC10,0.746337796,-0.127064564,-0.221014171,0.827439173,,,,,,,,,,,,,,,,
SIGLEC15,2.039800183,0.309587626,1.524509771,0.143854259,,,,,,,,,,,,,,,,
SIGLEC5,0.415954975,-0.380953677,0.100747968,0.920806069,,,,,,,,,,,,,,,,
SIGLEC6,0.560432463,-0.251476716,-0.40403983,0.69069505,,,,,,,,,,,,,,,,
SIGLEC7,0.703687033,-0.152620452,-0.372000018,0.714009413,,,,,,,,,,,,,,,,
SIGLEC8,0.829095151,-0.081395625,-0.023260972,0.981684663,,,,,,,,,,,,,,,,
SIGLEC9,0.748500468,-0.125807924,-0.49005064,0.629708847,,,,,,,,,,,,,,,,
SIL1,0.860142021,-0.065429835,-0.251819024,0.80388469,,,,,,,,,,,,,,,,
SIRPA,1.193748642,0.076912891,1.599056124,0.126305243,,,,,,,,,,,,,,,,
SIRPB1,1.145933985,0.059159599,0.03900149,0.969296095,,,,,,,,,,,,,,,,
SIRT1,0.295342499,-0.529674055,-0.961360356,0.348446997,,,,,,,,,,,,,,,,
SIRT2,0.500209163,-0.300848357,-0.87323513,0.393437847,,,,,,,,,,,,,,,,
SIRT5,0.476537941,-0.321902516,-1.893546483,0.073615644,,,,,,,,,,,,,,,,
SIT1,0.461112079,-0.336193501,-0.869729971,0.395303008,,,,,,,,,,,,,,,,
SKAP1,0.408468201,-0.388841747,-0.812231477,0.426718803,,,,,,,,,,,,,,,,
SKAP2,0.985420749,-0.006378298,-0.392526947,0.69903766,,,,,,,,,,,,,,,,
SKIV2L,0.980366115,-0.008611708,0.049197871,0.961275108,,,,,,,,,,,,,,,,
SLA2,1.501575527,0.176547181,0.272565515,0.788127442,,,,,,,,,,,,,,,,
SLAMF1,0.348272705,-0.458080561,-0.891009322,0.384068723,,,,,,,,,,,,,,,,
SLAMF6,0.729183191,-0.137163351,-0.120049472,0.905704312,,,,,,,,,,,,,,,,
SLAMF7,0.532402102,-0.273760239,-0.607713328,0.550572965,,,,,,,,,,,,,,,,
SLAMF8,0.429796688,-0.366736936,-0.632792434,0.534411682,,,,,,,,,,,,,,,,
SLC12A2,0.893249746,-0.049027099,-1.193208178,0.247475183,,,,,,,,,,,,,,,,
SLC13A1,1.141308702,0.057403129,0.099493862,0.921788432,,,,,,,,,,,,,,,,
SLC16A1,0.985443316,-0.006368352,-0.282512162,0.780605462,,,,,,,,,,,,,,,,
SLC1A4,0.367839144,-0.434342056,-1.77901849,0.091240751,,,,,,,,,,,,,,,,
SLC27A4,0.479849445,-0.318895003,-0.637596311,0.531345757,,,,,,,,,,,,,,,,
SLC28A1,0.703130488,-0.152964071,-1.199162629,0.245206676,,,,,,,,,,,,,,,,
SLC34A3,0.529747501,-0.275931084,0.043645361,0.965642523,,,,,,,,,,,,,,,,
SLC39A14,0.612126653,-0.21315871,-1.510840017,0.147282355,,,,,,,,,,,,,,,,
SLC39A5,1.187606834,0.074672688,0.542561308,0.593739599,,,,,,,,,,,,,,,,
SLC44A4,0.396128291,-0.40216414,-1.912590001,0.070995774,,,,,,,,,,,,,,,,
SLC4A1,0.980883638,-0.00838251,-0.614704732,0.546041588,,,,,,,,,,,,,,,,
SLC51B,0.735152918,-0.133622314,0.070400115,0.944610914,,,,,,,,,,,,,,,,
SLC9A3R1,0.86734979,-0.061805722,-1.030920562,0.315523458,,,,,,,,,,,,,,,,
SLC9A3R2,0.460980037,-0.336317882,-0.782894219,0.44333859,,,,,,,,,,,,,,,,
SLIRP,0.34961821,-0.456405955,-1.750477322,0.096167099,,,,,,,,,,,,,,,,
SLIT2,0.249500417,-0.602928724,-1.604508844,0.125095366,,,,,,,,,,,,,,,,
SLITRK1,0.978855203,-0.009281547,0.422517996,0.677390024,,,,,,,,,,,,,,,,
SLITRK2,0.623168512,-0.205394499,-0.434858211,0.668564421,,,,,,,,,,,,,,,,
SLITRK6,0.443656308,-0.352953339,-0.188675028,0.852348219,,,,,,,,,,,,,,,,
SLK,0.385427937,-0.414056809,-1.677973814,0.109725519,,,,,,,,,,,,,,,,
SLMAP,0.421083109,-0.37563218,-1.06011637,0.30238282,,,,,,,,,,,,,,,,
SLURP1,1.215693358,0.084824044,0.048547173,0.961786862,,,,,,,,,,,,,,,,
SMAD1,0.481850155,-0.317087997,-0.947306575,0.35537616,,,,,,,,,,,,,,,,
SMAD2,0.802066262,-0.095789751,0.136578036,0.892801138,,,,,,,,,,,,,,,,
SMAD3,0.251543914,-0.599386186,-0.595111756,0.558790717,,,,,,,,,,,,,,,,
SMAD5,0.960819255,-0.017358302,-0.899313579,0.379742341,,,,,,,,,,,,,,,,
SMARCA2,0.430623126,-0.36590265,-0.732479571,0.472815957,,,,,,,,,,,,,,,,
SMC3,1.148179046,0.060009617,0.644415669,0.527010118,,,,,,,,,,,,,,,,
SMNDC1,0.411826415,-0.3852858,-0.7343535,0.471699766,,,,,,,,,,,,,,,,
SMOC1,0.785345423,-0.104939283,-0.345812978,0.733282853,,,,,,,,,,,,,,,,
SMOC2,0.725667622,-0.139262254,-0.931679645,0.363190563,,,,,,,,,,,,,,,,
SMPD1,0.752378014,-0.123563904,-0.518072437,0.610388161,,,,,,,,,,,,,,,,
SMPD3,1.036035149,0.01537449,-0.688369383,0.499539513,,,,,,,,,,,,,,,,
SMPDL3A,0.952933586,-0.020937366,-0.0695535,0.945275873,,,,,,,,,,,,,,,,
SMPDL3B,1.975905162,0.295766096,1.848303313,0.080184692,,,,,,,,,,,,,,,,
