,FC_ad_adnc,LOG10 FC,t_ad_adnc,p_ad_adnc,,,,,,,,,,,,,,,
AIFM1,1.057458683,0.024263408,-0.292320408,0.775034235,,,,,,,,,,,,,,,
SLC25A30,1.021077726,0.009058802,-0.298323342,0.770558925,,,,,,,,,,,,,,,
FGFR1,0.843176081,-0.074081722,-1.017878755,0.32881924,,,,,,,,,,,,,,,
MAGI2,1.055096784,0.023292299,0.645025472,0.53104952,,,,,,,,,,,,,,,
NUBP2,1.000182921,7.94E-05,-0.568678167,0.580061819,,,,,,,,,,,,,,,
GPX3,0.79969111,-0.097077732,-0.615884748,0.549474497,,,,,,,,,,,,,,,
HOGA1,1.00471235,0.002041741,-0.431323255,0.673880397,,,,,,,,,,,,,,,
HLTF,0.983975099,-0.007015892,-0.59469683,0.563091708,,,,,,,,,,,,,,,
RAN,1.014484225,0.006245298,0.031534333,0.975361837,,,,,,,,,,,,,,,
OR4K3,0.816954695,-0.087802027,-0.451992749,0.659335579,,,,,,,,,,,,,,,
RBM33,1.01516512,0.006536688,-0.300736411,0.768762351,,,,,,,,,,,,,,,
ARIH2,1.022232703,0.009549771,0.128588847,0.899812984,,,,,,,,,,,,,,,
CNKSR3,1.070368645,0.029533379,-0.010026425,0.992164966,,,,,,,,,,,,,,,
HEATR5A,0.94242459,-0.025753391,-0.827711217,0.423989517,,,,,,,,,,,,,,,
UBE2K,1.025557107,0.010959849,0.531957276,0.604464669,,,,,,,,,,,,,,,
UBE4B,1.056481207,0.023861776,0.603194129,0.557608564,,,,,,,,,,,,,,,
CAPZA2,1.006792429,0.002939941,0.316792265,0.756844628,,,,,,,,,,,,,,,
DNAAF3,1.012302036,0.00531011,0.054114988,0.957734049,,,,,,,,,,,,,,,
WAS,0.951387355,-0.021642625,-0.423891008,0.679144601,,,,,,,,,,,,,,,
IGFALS,0.802955793,-0.095308365,-0.648451187,0.528906951,,,,,,,,,,,,,,,
FCGR1A,1.00401031,0.001738173,0.479566572,0.640157344,,,,,,,,,,,,,,,
FERMT2,0.978490802,-0.009443253,0.198305351,0.846126021,,,,,,,,,,,,,,,
MSI1,0.980362872,-0.008613145,-0.655551821,0.524481814,,,,,,,,,,,,,,,
AGPAT3,1.157627565,0.06356886,0.959393413,0.356292838,,,,,,,,,,,,,,,
SFXN3,1.120949446,0.049586027,0.547808141,0.593867131,,,,,,,,,,,,,,,
ATP5F1D,1.018024029,0.007758029,-0.384546712,0.707301372,,,,,,,,,,,,,,,
SIRT5,0.91255338,-0.039741722,-0.87762129,0.397380168,,,,,,,,,,,,,,,
ADAMTSL5,1.023868404,0.010244141,-0.630637072,0.540102595,,,,,,,,,,,,,,,
MPRIP,1.021457456,0.009220283,-0.333246551,0.74469857,,,,,,,,,,,,,,,
BBS7,0.967788114,-0.014219716,-0.712778297,0.489611724,,,,,,,,,,,,,,,
RNASE6,0.950905864,-0.021862474,-0.515287388,0.615712237,,,,,,,,,,,,,,,
NISCH,0.945320031,-0.024421139,-0.469465313,0.647152525,,,,,,,,,,,,,,,
FSD1L,1.106131394,0.043806718,0.605935783,0.555845705,,,,,,,,,,,,,,,
ENPP1,0.837076074,-0.077235071,-0.313120703,0.759564282,,,,,,,,,,,,,,,
SIN3B,0.922680957,-0.034948443,-0.532301656,0.604233408,,,,,,,,,,,,,,,
NDUFS4,1.090044901,0.037444388,-0.166374178,0.870632895,,,,,,,,,,,,,,,
CLEC14A,0.966634823,-0.014737564,-0.339930273,0.739785032,,,,,,,,,,,,,,,
OCEL1,0.920786744,-0.035840942,-0.480520857,0.639498344,,,,,,,,,,,,,,,
AQR,0.969177245,-0.013596791,-1.138434357,0.27715743,,,,,,,,,,,,,,,
AGPAT1,0.97240837,-0.012151312,-0.093141412,0.927328225,,,,,,,,,,,,,,,
CYSTM1,1.099813229,0.041318939,-0.110705397,0.913679974,,,,,,,,,,,,,,,
ADGRE5,0.97149768,-0.012558232,-0.060436558,0.95280282,,,,,,,,,,,,,,,
VPS36,0.979151973,-0.009149897,-0.440732866,0.667241452,,,,,,,,,,,,,,,
MBD3,0.938484621,-0.02757284,-1.157378372,0.269636558,,,,,,,,,,,,,,,
NGEF,1.176788779,0.070698518,0.708257571,0.492314325,,,,,,,,,,,,,,,
TPD52L2,0.965248372,-0.015360922,-0.371903359,0.716449008,,,,,,,,,,,,,,,
PHF10,1.012668395,0.005467256,-0.002942055,0.997700927,,,,,,,,,,,,,,,
MYCBP2,0.986938139,-0.005710068,-0.291564519,0.775598368,,,,,,,,,,,,,,,
RAB43,0.97870109,-0.009349928,-0.38339686,0.708131362,,,,,,,,,,,,,,,
RPL26,1.076414738,0.031979635,0.182043661,0.858587463,,,,,,,,,,,,,,,
ACAA2,1.072101192,0.030235779,-0.168530085,0.868973522,,,,,,,,,,,,,,,
ZNF800,0.961747329,-0.016939011,-0.447605967,0.662410621,,,,,,,,,,,,,,,
DNAJC19,1.033781389,0.014428709,-0.409807403,0.689168347,,,,,,,,,,,,,,,
LNPK,1.022289235,0.009573788,-0.229813565,0.82210732,,,,,,,,,,,,,,,
GALNS,0.986198773,-0.006035542,-0.217934748,0.831141891,,,,,,,,,,,,,,,
CHCHD3,0.994545824,-0.002375202,-0.437619405,0.669434933,,,,,,,,,,,,,,,
RAB3GAP1,1.041279129,0.017567164,-0.140929925,0.890263409,,,,,,,,,,,,,,,
WDR73,1.008994181,0.003888662,-0.255175486,0.802908532,,,,,,,,,,,,,,,
RAB11FIP4,1.048728356,0.020663011,0.481728503,0.638664843,,,,,,,,,,,,,,,
ECHDC3,1.256277268,0.099085502,0.260296205,0.799047978,,,,,,,,,,,,,,,
MARK1,1.054635625,0.023102438,0.216408414,0.832304621,,,,,,,,,,,,,,,
NDUFAF5,1.002268954,0.000984278,-0.54610348,0.595002216,,,,,,,,,,,,,,,
NOSIP,0.992209493,-0.003396622,-0.540266133,0.598897588,,,,,,,,,,,,,,,
DKK3,1.036346439,0.01550496,0.090325578,0.929518662,,,,,,,,,,,,,,,
C7orf50,1.077197802,0.032295459,0.256865582,0.801633748,,,,,,,,,,,,,,,
WAPL,1.021125079,0.009078943,0.318534247,0.755555467,,,,,,,,,,,,,,,
ARPC5,0.967400345,-0.014393762,0.01153303,0.9909877,,,,,,,,,,,,,,,
AGK,1.027967831,0.011979524,-0.403002223,0.694034129,,,,,,,,,,,,,,,
NSUN4,0.987630171,-0.005405651,-0.274866826,0.788093703,,,,,,,,,,,,,,,
RBCK1,0.897426893,-0.04700092,-0.960895784,0.355567164,,,,,,,,,,,,,,,
C2CD2L,1.045372968,0.019271266,0.406859946,0.691274047,,,,,,,,,,,,,,,
TRA2A,0.948921437,-0.022769742,-1.164046672,0.267027109,,,,,,,,,,,,,,,
ABHD14B,0.8883734,-0.051404454,-0.684976816,0.506374337,,,,,,,,,,,,,,,
ARMCX2,1.027049454,0.011591356,0.005856173,0.995423706,,,,,,,,,,,,,,,
SURF4,1.012702811,0.005482015,-0.329594234,0.747388552,,,,,,,,,,,,,,,
PLA2G6,1.059487891,0.025095998,0.561106534,0.585050727,,,,,,,,,,,,,,,
ZBTB40,0.997841444,-0.000938462,-0.747960296,0.46888951,,,,,,,,,,,,,,,
MRPL10,1.07051188,0.029591491,0.136352464,0.893803455,,,,,,,,,,,,,,,
CDK12,1.023774253,0.010204203,-0.070054122,0.945304487,,,,,,,,,,,,,,,
METTL1,0.93408284,-0.029614606,-1.09530726,0.294878718,,,,,,,,,,,,,,,
TUB,0.932613933,-0.030298101,-0.571969815,0.577900011,,,,,,,,,,,,,,,
GMPR,1.119428342,0.048996298,0.534384347,0.602835778,,,,,,,,,,,,,,,
SGSH,1.04417262,0.018772301,-0.051961742,0.959414146,,,,,,,,,,,,,,,
MEGF9,1.030973537,0.013247518,0.142966472,0.888689205,,,,,,,,,,,,,,,
DSTN,1.105256351,0.043463019,0.720631849,0.484938176,,,,,,,,,,,,,,,
LYRM1,1.056637777,0.023926134,-0.32826341,0.748369589,,,,,,,,,,,,,,,
MAP3K3,0.940425807,-0.026675462,-0.320437689,0.754147695,,,,,,,,,,,,,,,
CDC23,0.960284845,-0.017599925,-0.426730151,0.677131552,,,,,,,,,,,,,,,
PKD1L3,0.895054945,-0.048150304,-0.91342847,0.379004152,,,,,,,,,,,,,,,
PLXNA2,1.066114214,0.027803733,0.517918755,0.613929897,,,,,,,,,,,,,,,
SMARCB1,0.944115421,-0.024974909,-0.722499807,0.483830605,,,,,,,,,,,,,,,
SCO1,0.995756119,-0.001847016,-0.426146993,0.677544819,,,,,,,,,,,,,,,
KIAA0513,1.24078764,0.093697458,0.558944641,0.58647931,,,,,,,,,,,,,,,
BUD31,0.943864552,-0.025090324,-0.982296487,0.34534449,,,,,,,,,,,,,,,
DDX1,0.970494034,-0.01300713,-1.478805928,0.164956596,,,,,,,,,,,,,,,
RAVER1,0.984204112,-0.006914825,-0.672203772,0.514188755,,,,,,,,,,,,,,,
RICTOR,0.990426462,-0.004177765,-0.528570528,0.606741354,,,,,,,,,,,,,,,
BLTP1,1.004026666,0.001745247,-0.146272791,0.886134555,,,,,,,,,,,,,,,
IGLV4-69,0.756143694,-0.121395666,-0.470352907,0.646536436,,,,,,,,,,,,,,,
PCDH9,1.128077307,0.052338863,0.634575985,0.537615614,,,,,,,,,,,,,,,
TRMU,0.989439928,-0.004610568,-0.55056671,0.592032653,,,,,,,,,,,,,,,
PSMD7,0.957979771,-0.018643662,-0.918688874,0.376354974,,,,,,,,,,,,,,,
R3HCC1,1.005410974,0.002343621,-0.068080489,0.946842808,,,,,,,,,,,,,,,
ATP6V1A,1.120745439,0.04950698,0.437005242,0.669867998,,,,,,,,,,,,,,,
THSD4,0.650453037,-0.186784054,-0.449867122,0.660824792,,,,,,,,,,,,,,,
NDUFS5,1.123000451,0.050379931,-0.0300511,0.976520318,,,,,,,,,,,,,,,
DENND5B,0.999715731,-0.000123474,0.122534762,0.904503753,,,,,,,,,,,,,,,
HTATSF1,0.984400044,-0.006828376,-0.315228817,0.758002315,,,,,,,,,,,,,,,
STK10,1.06799441,0.02856898,0.598760199,0.560466032,,,,,,,,,,,,,,,
CCL14,0.891701946,-0.049780286,-0.609869373,0.553321815,,,,,,,,,,,,,,,
NUCB1,0.925133458,-0.033795612,-0.887541925,0.392229051,,,,,,,,,,,,,,,
CFDP1,0.940449647,-0.026664452,-0.718702267,0.486083912,,,,,,,,,,,,,,,
SDHAF3,0.925122849,-0.033800593,-0.705268715,0.494106087,,,,,,,,,,,,,,,
SMAP2,1.000751345,0.000326183,-0.102922933,0.919724133,,,,,,,,,,,,,,,
MDK,0.909763314,-0.04107158,-0.316287908,0.757218022,,,,,,,,,,,,,,,
RTF1,1.025879705,0.011096438,0.22556503,0.825335607,,,,,,,,,,,,,,,
NAA38,0.954736582,-0.020116437,-0.645680895,0.53063921,,,,,,,,,,,,,,,
CLCC1,1.015431585,0.006650668,-0.262617419,0.797299814,,,,,,,,,,,,,,,
ARHGEF7,1.05828219,0.024601487,0.310076668,0.761821655,,,,,,,,,,,,,,,
CDK17,0.996828893,-0.001379382,-0.034238085,0.97325022,,,,,,,,,,,,,,,
INPP4A,1.029110373,0.012461956,0.3917896,0.702082349,,,,,,,,,,,,,,,
TMT1A,1.091993575,0.038220083,-0.036287445,0.971649822,,,,,,,,,,,,,,,
CLASP2,1.061554299,0.025942213,0.657447749,0.523303896,,,,,,,,,,,,,,,
H1-2,1.079344801,0.033160204,0.846242098,0.413974914,,,,,,,,,,,,,,,
GYPC,0.870411154,-0.060275552,-0.639386209,0.534587324,,,,,,,,,,,,,,,
BCAP31,1.051507359,0.021812316,-0.207367115,0.839200508,,,,,,,,,,,,,,,
LOX,0.930818383,-0.031135048,-1.093558869,0.295614862,,,,,,,,,,,,,,,
ASL,0.98213861,-0.007827215,0.057949811,0.95474241,,,,,,,,,,,,,,,
SSU72,0.932830947,-0.030197054,-1.079998823,0.301371379,,,,,,,,,,,,,,,
UMAD1,0.994095654,-0.002571825,-0.469552123,0.647092257,,,,,,,,,,,,,,,
IDI2-AS1,0.802439075,-0.095587931,-0.468212036,0.648022905,,,,,,,,,,,,,,,
ACY1,0.934748588,-0.029305182,-0.456457251,0.656212719,,,,,,,,,,,,,,,
HNRNPD,0.985289138,-0.006436305,-0.705762263,0.493809943,,,,,,,,,,,,,,,
DHTKD1,0.919869068,-0.036273985,-0.876684185,0.397869114,,,,,,,,,,,,,,,
OGA,0.956510505,-0.019310256,0.20571572,0.840461569,,,,,,,,,,,,,,,
NUDT21,0.968282117,-0.013998089,-1.05974793,0.310124502,,,,,,,,,,,,,,,
PPIL2,1.00293478,0.001272692,0.091832175,0.928346604,,,,,,,,,,,,,,,
PAXBP1,0.987536872,-0.00544668,-0.468470778,0.647843169,,,,,,,,,,,,,,,
COPRS,1.041698816,0.01774217,-0.293912536,0.77384644,,,,,,,,,,,,,,,
ISOC1,1.03244289,0.013866038,0.151874261,0.881809605,,,,,,,,,,,,,,,
MRPS2,1.067008996,0.028168081,0.014554743,0.988626593,,,,,,,,,,,,,,,
SHC1,0.910462244,-0.040738059,-0.831869083,0.421728662,,,,,,,,,,,,,,,
SLC35B1,0.992833496,-0.003123579,-0.909010235,0.381239194,,,,,,,,,,,,,,,
CHKB,0.887683258,-0.051741971,-0.619352203,0.547263562,,,,,,,,,,,,,,,
PLXNC1,0.916109466,-0.03805263,-0.532452537,0.604132101,,,,,,,,,,,,,,,
ANAPC16,0.984521217,-0.00677492,-0.977752879,0.347497032,,,,,,,,,,,,,,,
KIFAP3,0.98903301,-0.004789213,-0.291798346,0.775423844,,,,,,,,,,,,,,,
MAPK7,0.940503878,-0.026639409,-0.728366676,0.480362045,,,,,,,,,,,,,,,
TMEM106B,1.978747408,0.296390359,-0.283938786,0.781297015,,,,,,,,,,,,,,,
HLA-DRB3,1.15506273,0.062605571,0.118639764,0.907523642,,,,,,,,,,,,,,,
MICOS13,1.021996264,0.009449308,-0.43093183,0.674157195,,,,,,,,,,,,,,,
CD276,0.974655997,-0.011148641,-0.668230678,0.51663383,,,,,,,,,,,,,,,
ERG28,1.046569294,0.019767988,-0.200406065,0.844519317,,,,,,,,,,,,,,,
FABP7,1.13819892,0.056218169,0.632774899,0.538751991,,,,,,,,,,,,,,,
MISP3,1.043825066,0.018627722,0.410444581,0.688713495,,,,,,,,,,,,,,,
HAT1,1.022977254,0.009865977,-0.214660896,0.833636354,,,,,,,,,,,,,,,
CBFB,0.986745389,-0.005794894,0.00158737,0.998759546,,,,,,,,,,,,,,,
P3H1,0.915912418,-0.038146053,-1.084566022,0.299423163,,,,,,,,,,,,,,,
MAP2K5,0.840669719,-0.075374596,-0.623664239,0.544521047,,,,,,,,,,,,,,,
OAS3,0.904535601,-0.043574335,-0.487654174,0.634582503,,,,,,,,,,,,,,,
SLC35F6,0.997904319,-0.000911098,-0.290552346,0.776353979,,,,,,,,,,,,,,,
MRPL22,1.002201863,0.000955206,-0.203838425,0.841895696,,,,,,,,,,,,,,,
MRPL17,0.952455427,-0.021155339,-0.546868306,0.594492802,,,,,,,,,,,,,,,
SH3BGR,1.079593304,0.033260182,1.069646836,0.305822426,,,,,,,,,,,,,,,
UBE2I,0.94386742,-0.025089005,-0.387338506,0.705287825,,,,,,,,,,,,,,,
DHODH,0.947165451,-0.023574152,-1.098945345,0.293351381,,,,,,,,,,,,,,,
CCT5,0.971285782,-0.012652968,-0.449250641,0.661256982,,,,,,,,,,,,,,,
PRDX5,1.026907923,0.011531505,-0.582140807,0.571247313,,,,,,,,,,,,,,,
MOV10,0.949375615,-0.022561927,-0.611861981,0.552045732,,,,,,,,,,,,,,,
ATP5F1A,1.016917494,0.007285718,-0.381103073,0.709788241,,,,,,,,,,,,,,,
AMACR,1.018998837,0.008173688,-0.653215029,0.525935743,,,,,,,,,,,,,,,
PDCD10,1.030384546,0.012999336,-0.078368797,0.938826333,,,,,,,,,,,,,,,
SLC25A4,1.113433898,0.046664439,0.161117225,0.874681783,,,,,,,,,,,,,,,
TMEM97,0.73683471,-0.132629924,-0.773112308,0.454415755,,,,,,,,,,,,,,,
SYS1,1.092803066,0.038541905,-0.223111943,0.827201132,,,,,,,,,,,,,,,
DNAH10,1.020221506,0.008694474,0.462144293,0.652244519,,,,,,,,,,,,,,,
XXYLT1,0.952710921,-0.021038856,-0.95450448,0.358661576,,,,,,,,,,,,,,,
MOB3C,1.010029551,0.004334081,0.020497748,0.983983197,,,,,,,,,,,,,,,
PLEK,0.87283948,-0.059065618,-0.571531057,0.57818792,,,,,,,,,,,,,,,
VAMP1,1.082439351,0.034403572,0.07765757,0.939380294,,,,,,,,,,,,,,,
VAV1,0.87813388,-0.056439267,-0.678343225,0.510423881,,,,,,,,,,,,,,,
SLC38A3,1.033746639,0.014414111,0.257139991,0.801426826,,,,,,,,,,,,,,,
TXNRD2,1.000793883,0.000344642,-0.616587189,0.549026202,,,,,,,,,,,,,,,
LRRC20,1.000145079,6.30E-05,0.150223397,0.883083847,,,,,,,,,,,,,,,
IGSF21,0.84202085,-0.074677154,-0.266729503,0.794205724,,,,,,,,,,,,,,,
CLMP,0.90251945,-0.04454343,-0.334257208,0.743954825,,,,,,,,,,,,,,,
BBIP1,0.968790302,-0.013770217,-0.70085927,0.496756644,,,,,,,,,,,,,,,
DIPK1A,1.052077122,0.022047577,-0.147927223,0.884856746,,,,,,,,,,,,,,,
FTO,0.992684863,-0.0031886,-0.23304387,0.819655014,,,,,,,,,,,,,,,
KDM2B,0.879704565,-0.055663154,-1.260990696,0.231277224,,,,,,,,,,,,,,,
THEM6,1.006263861,0.002711876,-0.502999735,0.624068991,,,,,,,,,,,,,,,
DTYMK,1.074355557,0.031148035,-0.079579705,0.937883256,,,,,,,,,,,,,,,
UBAP2,0.987496602,-0.00546439,-0.383842575,0.707809588,,,,,,,,,,,,,,,
KPNB1,0.999222753,-0.000337685,-0.084235285,0.934258337,,,,,,,,,,,,,,,
VPS4B,0.98389947,-0.007049274,-0.464043181,0.650922011,,,,,,,,,,,,,,,
MECR,1.051553994,0.021831577,-0.130225846,0.89854529,,,,,,,,,,,,,,,
TBC1D4,1.087237762,0.036324528,0.530218254,0.605633157,,,,,,,,,,,,,,,
LETMD1,1.008793268,0.003802175,-0.24266474,0.812363163,,,,,,,,,,,,,,,
LRRC17,0.796934644,-0.098577293,-0.35713804,0.727190282,,,,,,,,,,,,,,,
ABHD16A,1.040830587,0.017380047,0.520784325,0.611991847,,,,,,,,,,,,,,,
MON1B,1.142655367,0.057915264,0.716557801,0.487359179,,,,,,,,,,,,,,,
HNRNPH2,0.991876802,-0.003542267,-0.780730678,0.450088366,,,,,,,,,,,,,,,
HSD17B8,1.019383324,0.008337525,-0.311309658,0.760907026,,,,,,,,,,,,,,,
PDHB,1.051591497,0.021847066,-0.314570029,0.758490312,,,,,,,,,,,,,,,
SSH1,0.914700802,-0.03872094,-0.621551958,0.545863523,,,,,,,,,,,,,,,
EEF1A1,1.005376245,0.002328619,-0.469786404,0.64692962,,,,,,,,,,,,,,,
POLDIP2,0.985513723,-0.006337324,-0.605251815,0.556285203,,,,,,,,,,,,,,,
PROS1,0.852240995,-0.069437579,-0.685985185,0.505760441,,,,,,,,,,,,,,,
COQ7,1.025464178,0.010920494,-0.508219576,0.620512241,,,,,,,,,,,,,,,
LCLAT1,0.984953085,-0.006584455,-0.323967988,0.751539156,,,,,,,,,,,,,,,
SEC11C,1.004043864,0.001752686,-0.300421606,0.768996649,,,,,,,,,,,,,,,
PNN,1.023243602,0.009979038,-0.222512826,0.827656917,,,,,,,,,,,,,,,
UBFD1,0.960712966,-0.017406348,-1.017227877,0.329116248,,,,,,,,,,,,,,,
TPRG1L,1.03902494,0.016625972,-0.348102399,0.733793573,,,,,,,,,,,,,,,
MLYCD,0.996079231,-0.001706115,-0.477178353,0.641807977,,,,,,,,,,,,,,,
TPD52L1,1.026847133,0.011505795,-0.423728254,0.679260078,,,,,,,,,,,,,,,
SREK1,1.010423411,0.0045034,0.178275641,0.861480743,,,,,,,,,,,,,,,
CWF19L1,0.953140511,-0.020843071,-0.549467431,0.592763334,,,,,,,,,,,,,,,
TMEM87A,1.026562575,0.011385427,-0.396380869,0.698782186,,,,,,,,,,,,,,,
AHCYL1,1.10470979,0.043248203,-0.171132793,0.866971121,,,,,,,,,,,,,,,
PTGES2,0.996233593,-0.001638818,-0.444618328,0.664508582,,,,,,,,,,,,,,,
RNASEH2C,0.930842573,-0.031123762,-0.347730623,0.73406575,,,,,,,,,,,,,,,
PPP1R21,0.944716915,-0.024698309,-1.02770119,0.324360873,,,,,,,,,,,,,,,
DOK7,1.149496121,0.06050751,0.228303212,0.823254589,,,,,,,,,,,,,,,
PRKAG1,0.980912075,-0.008369919,0.094774798,0.926057899,,,,,,,,,,,,,,,
GGA1,0.981253643,-0.008218718,-0.157363387,0.877575254,,,,,,,,,,,,,,,
PTGDS,0.686405355,-0.163419337,-0.389807577,0.703508978,,,,,,,,,,,,,,,
PALM2AKAP2,0.957409836,-0.018902115,-0.305413121,0.765284452,,,,,,,,,,,,,,,
PFDN6,0.942027918,-0.025936226,-0.141135656,0.890104361,,,,,,,,,,,,,,,
CCT3,0.987165752,-0.00560992,-0.247820356,0.808463118,,,,,,,,,,,,,,,
COQ9,1.013480076,0.005815215,-0.304653143,0.765849258,,,,,,,,,,,,,,,
NDUFB2,1.16222053,0.065288543,0.090594739,0.929309255,,,,,,,,,,,,,,,
ATF6,0.959622228,-0.017899701,-1.096723201,0.294283566,,,,,,,,,,,,,,,
WNT9A,1.05572712,0.023551678,0.249961286,0.806845149,,,,,,,,,,,,,,,
PIP4K2C,1.050207189,0.021274987,-0.117551387,0.90836776,,,,,,,,,,,,,,,
BMP2K,0.964792595,-0.015566039,-0.434516226,0.671624345,,,,,,,,,,,,,,,
HSP90B1,0.927479288,-0.03269578,-0.83824947,0.418274853,,,,,,,,,,,,,,,
PNKP,1.037172795,0.015851117,0.461498678,0.652694448,,,,,,,,,,,,,,,
COX5A,1.10566946,0.043625314,-0.073957787,0.942262513,,,,,,,,,,,,,,,
NUDC,1.031329226,0.013397325,0.313026913,0.7596338,,,,,,,,,,,,,,,
ATP5ME,1.045660708,0.019390789,-0.240169419,0.814252684,,,,,,,,,,,,,,,
LYPLAL1,1.055946848,0.023642058,0.323710332,0.751729431,,,,,,,,,,,,,,,
MRPS33,1.302514793,0.114782664,0.614667638,0.550251734,,,,,,,,,,,,,,,
MVP,0.927070854,-0.032887072,-0.108966409,0.915030063,,,,,,,,,,,,,,,
OPCML,1.293223101,0.111673454,0.584230629,0.569885501,,,,,,,,,,,,,,,
SETD9,1.013444099,0.005799798,-0.409714574,0.689234623,,,,,,,,,,,,,,,
NUP210,1.03227494,0.013795384,0.399875645,0.696274469,,,,,,,,,,,,,,,
RPS6KA3,0.937544224,-0.028008237,-0.659650439,0.521937318,,,,,,,,,,,,,,,
ANXA4,0.964456122,-0.015717526,-0.446788441,0.662984402,,,,,,,,,,,,,,,
IMMT,1.03568226,0.015226537,-0.302873347,0.767172532,,,,,,,,,,,,,,,
NDUFS8,1.099007602,0.041000696,-0.090918183,0.929057624,,,,,,,,,,,,,,,
LIPT2,0.959527362,-0.017942636,-0.914048003,0.378691479,,,,,,,,,,,,,,,
NCF4,0.89100785,-0.05011847,-0.578415392,0.573679274,,,,,,,,,,,,,,,
YEATS4,0.961068744,-0.017245546,-0.732918715,0.477681396,,,,,,,,,,,,,,,
UNC45A,0.954377095,-0.020279992,-0.683764275,0.507113118,,,,,,,,,,,,,,,
CD4,0.914429628,-0.038849711,-0.334145496,0.744037021,,,,,,,,,,,,,,,
ST8SIA6,0.906235069,-0.042759136,-0.595007565,0.56289068,,,,,,,,,,,,,,,
PPP2R2D,0.982333093,-0.007741225,0.041897473,0.967269484,,,,,,,,,,,,,,,
PPIL4,0.955918232,-0.019579255,-0.495079777,0.6294845,,,,,,,,,,,,,,,
PBXIP1,1.07499046,0.03140461,0.035260305,0.972451927,,,,,,,,,,,,,,,
GPAM,0.960576923,-0.017467851,-0.53429515,0.602895601,,,,,,,,,,,,,,,
CBL,0.993242727,-0.002944606,-0.544325025,0.596187628,,,,,,,,,,,,,,,
UBXN8,1.060225702,0.025398328,0.459336244,0.654202489,,,,,,,,,,,,,,,
CLPP,1.005417389,0.002346392,-0.336077298,0.742616099,,,,,,,,,,,,,,,
VAPA,1.02963134,0.012681753,-0.220797461,0.828962261,,,,,,,,,,,,,,,
ARHGAP45,0.904777174,-0.043458365,-0.543177233,0.596953323,,,,,,,,,,,,,,,
PTPRC,0.919914203,-0.036252676,-0.381025346,0.709844413,,,,,,,,,,,,,,,
AFG3L2,1.062193566,0.026203667,-0.168094804,0.8693085,,,,,,,,,,,,,,,
FAHD2A,1.064708743,0.02723082,0.570390499,0.578936701,,,,,,,,,,,,,,,
TMEM109,0.975331249,-0.010847861,-0.479647122,0.640101706,,,,,,,,,,,,,,,
ZC3H14,1.001466555,0.00063645,-0.437354126,0.669621974,,,,,,,,,,,,,,,
IGHV1-69,1.04950495,0.020984491,0.011296399,0.991172603,,,,,,,,,,,,,,,
MCMBP,0.712762016,-0.147055453,-1.375369955,0.194148648,,,,,,,,,,,,,,,
GSTZ1,0.992624319,-0.003215089,-0.206598539,0.83978736,,,,,,,,,,,,,,,
NDUFS2,1.07961885,0.033270459,-0.122515274,0.904518859,,,,,,,,,,,,,,,
GK,1.011356251,0.004904163,-0.256889452,0.801615748,,,,,,,,,,,,,,,
PGM3,1.085426663,0.035600486,0.520104686,0.612451226,,,,,,,,,,,,,,,
RAB3D,0.97918953,-0.009133239,-0.467967141,0.648193045,,,,,,,,,,,,,,,
SDHB,1.024130423,0.010355267,-0.410987963,0.688325701,,,,,,,,,,,,,,,
EML2,0.921189442,-0.035651048,-0.213396028,0.83460061,,,,,,,,,,,,,,,
ISY1,0.883394796,-0.053845164,-0.419875379,0.681996235,,,,,,,,,,,,,,,
PALM2AKAP2,1.010423365,0.00450338,0.558392912,0.586844186,,,,,,,,,,,,,,,
CACNA1H,0.853057199,-0.069021848,-1.380928412,0.19247724,,,,,,,,,,,,,,,
SPATA31D1,0.835810109,-0.077892381,-0.734078705,0.47699977,,,,,,,,,,,,,,,
ZBBX,0.981390872,-0.008157986,-0.519486883,0.612868958,,,,,,,,,,,,,,,
TIMM17A,0.998890228,-0.000482236,-0.373836784,0.715047126,,,,,,,,,,,,,,,
ALDH1L2,0.855617406,-0.067720389,-1.028225633,0.324124085,,,,,,,,,,,,,,,
ARL6IP5,0.975202013,-0.010905411,-0.254693294,0.803272342,,,,,,,,,,,,,,,
NRF1,0.99161914,-0.003655099,-0.394243471,0.700317734,,,,,,,,,,,,,,,
RNF185,0.990331216,-0.004219531,-0.397335967,0.698096474,,,,,,,,,,,,,,,
EMC7,1.018833132,0.008103059,-0.499025866,0.626783404,,,,,,,,,,,,,,,
THOC2,1.01668623,0.007186941,-0.173938141,0.864813898,,,,,,,,,,,,,,,
ST3GAL1,0.796069624,-0.099048947,-0.424655494,0.6786023,,,,,,,,,,,,,,,
FILIP1,0.897108007,-0.047155267,-0.652477061,0.526395383,,,,,,,,,,,,,,,
ISG15,1.097389974,0.040360988,0.135254197,0.894653173,,,,,,,,,,,,,,,
LAGE3,0.932614721,-0.030297734,-0.816362136,0.43020126,,,,,,,,,,,,,,,
DYRK1A,1.054206183,0.022925559,0.111168245,0.913320682,,,,,,,,,,,,,,,
MRPS11,1.166605325,0.066923954,0.255621491,0.802572067,,,,,,,,,,,,,,,
MUC15,1.047321052,0.020079833,-0.017907672,0.986006813,,,,,,,,,,,,,,,
NIPBL,0.974962939,-0.011011893,-0.689354509,0.503712406,,,,,,,,,,,,,,,
CCDC9B,0.956474634,-0.019326543,-0.494780211,0.629689783,,,,,,,,,,,,,,,
