Aggregated,pathway,gs_number,gs_description,pval,padj,log2err,ES,NES,size,leadingEdge
NA,GOBP_RESPONSE_TO_LIGHT_STIMULUS,GO:0009416,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light. [GOC:go_curators, ISBN:0582227089]",0.41563786,0.697479999,0.055479331,-0.256886499,-1.033922994,141,"c(""DRD2"", ""ERCC4"", ""DDB2"", ""NOC2L"", ""EIF2S1"", ""EIF2AK4"", ""STK11"", ""MME"", ""CAT"", ""METTL3"", ""ERCC2"", ""RGR"", ""PTPRK"", ""ABCA4"", ""NMT2"", ""INO80"", ""DHX36"", ""MMP2"", ""ELANE"", ""NPM1"", ""PCNA"", ""CREBBP"", ""SDF4"", ""ABCA7"", ""UBE2A"", ""ERCC3"", ""BAK1"", ""UNC119"", ""AKT1"", ""KDM1A"", ""TREX1"", ""RUVBL2"", ""PITPNM1"", ""POLD1"", ""FEN1"", ""IMPACT"", ""IFT20"", ""CDS1"", ""PRKCD"", ""MSH2"", ""PPID"", ""CASP3"", ""DDB1"", ""CEP250"", ""MTA1"", ""BAX"", ""FOS"", ""PIK3R1"", ""NMT1"")"
NA,GOBP_RESPONSE_TO_LITHIUM_ION,GO:0010226,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lithium (Li+) ion stimulus. [GOC:tb]",0.56557377,0.813509599,0.054343439,-0.370587721,-0.933427725,11,"c(""EIF2B5"", ""PKLR"", ""ARL13B"", ""CDH1"", ""CALR"")"
NA,GOBP_RESPONSE_TO_MANGANESE_ION,GO:0010042,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a manganese ion stimulus. [GOC:sm]",0.107671602,0.349369649,0.155241966,-0.527363814,-1.391756154,13,"c(""ARG1"", ""EIF2S1"", ""ATP13A2"", ""PRKN"", ""D2HGDH"", ""ATP7A"", ""LRRK2"")"
NA,GOBP_RESPONSE_TO_MECHANICAL_STIMULUS,GO:0009612,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mechanical stimulus. [GOC:hb]",0.068283539,0.263246945,0.287805131,0.22404305,1.184591256,106,"c(""CD40"", ""WNT11"", ""DAG1"", ""RHOA"", ""PLEC"", ""CDH2"", ""DMD"", ""MAP2K4"", ""MAPK3"", ""BAG3"", ""SLC1A3"", ""MAP1B"", ""MAG"", ""ITGA2"", ""CNTNAP2"", ""GSN"", ""FYN"", ""PKD1"", ""P2RX7"", ""ABHD12"", ""CTNNB1"", ""ATP1A2"", ""NRXN2"", ""PDE2A"", ""RPS6KB1"", ""PHF24"")"
NA,GOBP_RESPONSE_TO_MINERALOCORTICOID,GO:0051385,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mineralocorticoid stimulus. Mineralocorticoids are hormonal C21 corticosteroids synthesized from cholesterol and characterized by their similarity to aldosterone. Mineralocorticoids act primarily on water and electrolyte balance. [GOC:ai, PMID:9884123]",0.253521127,0.55008489,0.19189224,0.326020169,1.148206649,18,"c(""MAOB"", ""NTRK3"", ""NEFL"", ""CALM3"", ""PARP1"", ""ATP2B1"", ""CYBA"", ""FOXO3"")"
NA,GOBP_RESPONSE_TO_MISFOLDED_PROTEIN,GO:0051788,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a misfolded protein stimulus. [GOC:go_curators]",0.189223058,0.473438542,0.108394256,-0.423729629,-1.247991837,20,"c(""UGGT2"", ""ATXN3"", ""DNAJB14"", ""F12"")"
NA,GOBP_RESPONSE_TO_MITOCHONDRIAL_DEPOLARISATION,GO:0098780,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) in response to the depolarization of one or more mitochondria. [GOC:dos]",0.785714286,0.931828794,0.091968614,0.239353009,0.794413295,14,"c(""MFN2"", ""OPTN"", ""CDC37"", ""HK2"", ""HUWE1"", ""ATP5IF1"", ""SQSTM1"")"
NA,GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,GO:0002237,"Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin. [GOC:rl, GOC:sm]",0.155578301,0.424848437,0.10797236,-0.29069747,-1.181498781,153,"c(""RIPK2"", ""ARG1"", ""ABCA1"", ""CAMP"", ""FCGR2B"", ""DEFA4"", ""CARD8"", ""FGFR2"", ""SCARB1"", ""ACE"", ""C2"", ""CD36"", ""NFKBIA"", ""BPI"", ""MRC1"", ""MPO"", ""LILRB1"", ""LTF"", ""PAF1"", ""B2M"", ""LOXL1"", ""VCAM1"", ""ELANE"", ""PRPF8"", ""CTSG"", ""NOTCH1"", ""WNT5A"", ""CD14"", ""PDCD4"", ""SRC"", ""PLAA"", ""APOB"", ""MAP2K3"", ""FMO1"", ""AKT1"", ""SCGB1A1"", ""IRAK1"", ""PPBP"", ""IRF8"", ""NFKBIB"", ""JAK2"", ""DEFA1"", ""HDAC2"", ""NFKB1"", ""CASP3"", ""UPF1"", ""CDK19"", ""FOS"", ""CMPK2"", ""HSF1"", ""CARD9"", ""LBP"", ""LIAS"", ""TREM2"")"
NA,GOBP_RESPONSE_TO_MONOSACCHARIDE,GO:0034284,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a monosaccharide stimulus. [GOC:mah]",0.295597484,0.588897179,0.072893856,-0.284191614,-1.105712882,105,"c(""LPL"", ""ADIPOQ"", ""SERPINF1"", ""CCN2"", ""EIF2B5"", ""HMGN3"", ""CPB2"", ""RAB11FIP2"", ""APOA2"", ""CAT"", ""FOXA2"", ""RAF1"", ""PKLR"", ""ACE"", ""GCLM"", ""GPLD1"", ""SIN3A"", ""SMARCA4"", ""RACK1"", ""NOX4"", ""PIH1D1"", ""RAB11B"", ""SMAD2"", ""JAGN1"", ""EIF2B4"", ""ENDOG"")"
NA,GOBP_RESPONSE_TO_MURAMYL_DIPEPTIDE,GO:0032495,"Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a muramyl dipeptide stimulus. Muramyl dipeptide is derived from peptidoglycan. [GOC:add]",0.531767956,0.790470363,0.057730855,-0.39482466,-0.960966026,10,"c(""RIPK2"", ""NFKBIA"", ""NOTCH1"")"
NA,GOBP_RESPONSE_TO_MUSCLE_STRETCH,GO:0035994,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a myofibril being extended beyond its slack length. [GOC:BHF, GOC:vk, PMID:14583192]",0.305555556,0.601000385,0.172324345,0.318468387,1.090466784,17,"c(""CDH2"", ""DMD"", ""GSN"", ""CTNNB1"", ""SLC8A1"", ""RELA"", ""PIK3CA"", ""NPPA"", ""GPI"")"
NA,GOBP_RESPONSE_TO_NERVE_GROWTH_FACTOR,GO:1990089,"A process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nerve growth factor stimulus. [PMID:22399805]",0.021283181,0.126364251,0.352487858,0.374656567,1.589162671,31,"c(""CIB1"", ""RAP1A"", ""DYNC1LI2"", ""NTRK3"", ""MAPT"", ""RAPGEF2"", ""STMN2"", ""SH3GL2"", ""SORT1"", ""CRK"", ""RAB35"", ""ELAVL4"", ""WASF1"", ""MAGI2"", ""APP"", ""FOXO3"", ""ARF6"", ""EHD1"")"
NA,GOBP_RESPONSE_TO_NICOTINE,GO:0035094,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nicotine stimulus. [GOC:bf, GOC:ef, ISBN:0198506732, ISBN:0582227089]",0.153942428,0.424233796,0.12210792,-0.423553997,-1.284269848,23,"c(""DRD2"", ""PPARA"", ""B2M"", ""KCNK1"", ""MMP2"", ""VCAM1"", ""HDAC2"", ""NFKB1"", ""CASP3"", ""HOMER1"")"
NA,GOBP_RESPONSE_TO_NITRIC_OXIDE,GO:0071731,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitric oxide stimulus. [GOC:mah, GOC:yaf]",0.158730159,0.430237843,0.224966094,0.381991271,1.26783008,14,"c(""DNM2"", ""TRAF2"", ""GUCY1B1"", ""MT3"", ""CRK"")"
NA,GOBP_RESPONSE_TO_NITROGEN_COMPOUND,GO:1901698,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus. [GOC:pr, GOC:TermGenie]",0.607392607,0.83896994,0.036685043,-0.226813624,-0.973345247,623,"c(""COLEC12"", ""LPL"", ""RIPK2"", ""GSTM1"", ""ARG1"", ""PHIP"", ""ADIPOQ"", ""DNMT1"", ""SERPINF1"", ""UGGT2"", ""MTR"", ""CCN2"", ""ABCA1"", ""DDI2"", ""DRD2"", ""ATXN3"", ""SLC2A8"", ""BMP7"", ""IFIH1"", ""EIF2B5"", ""ATRX"", ""FLOT1"", ""CPEB3"", ""CAMP"", ""STAT5A"", ""PPARA"", ""USP19"", ""FCGR2B"", ""STK11"", ""AMFR"", ""LGMN"", ""MEAK7"", ""PKD2"", ""IDE"", ""DNAJB14"", ""CA2"", ""CAT"", ""PKLR"", ""RB1"", ""SCNN1A"", ""BAIAP2L1"", ""GCLM"", ""CD36"", ""EEF2K"", ""PDE3A"", ""SLC25A33"", ""NFKBIA"", ""VGF"", ""UBAC2"", ""LPIN2"", ""DIAPH1"", ""ECPAS"", ""UPRT"", ""AHSG"", ""GPLD1"", ""DDX1"", ""SIN3A"", 
""SLC38A9"", ""SLC1A1"", ""RIOK3"", ""PTPN1"", ""DHX36"", ""MUL1"", ""MAN1A1"", ""EIF6"", ""MMP2"", ""EFTUD2"", ""VCAM1"", ""GSTM2"", ""PRKDC"", ""NPM1"", ""FUNDC1"", ""SULT1A4"", ""PCNA"", ""DTNBP1"", ""AP3S1"", ""ANKZF1"", ""GLDC"", ""NOTCH1"", ""KL"", ""TRPV4"", ""SIK2"", ""GRK2"", ""DENND4C"", ""SRC"", ""LAMTOR2"", ""UBE2J1"", ""USO1"", ""C2CD5"", ""APPL2"", ""SLC2A1"", ""RETN"", ""TMEM67"", ""STAT5B"", ""NNMT"", ""PRKN"", ""APOE"", ""LAMTOR4"", ""FOXRED2"", ""SMARCC1"", ""PQBP1"", ""AGT"", ""BCAR1"", ""ZCCHC3"", ""SNX5"", ""PIK3C2A"", ""EIF2B4"", ""RNF121"", ""TOR1A"", ""PRKCZ"", ""AKT1"", ""KDM1A"", 
""AKAP9"", ""RNFT1"", ""TREX1"", ""COL5A2"", ""ERLEC1"", ""ZFP36L1"", ""UBXN10"", ""SEL1L2"", ""ADIPOR1"", ""SRSF6"", ""OS9"", ""CLGN"", ""GABPA"", ""ERLIN2"", ""PRKCI"", ""RHOQ"", ""SLIT2"", ""RARRES2"", ""CASP4"", ""STAT2"", ""LAMTOR1"", ""YOD1"", ""IMPACT"", ""LAMTOR3"", ""HDAC5"", ""NCSTN"", ""FBP1"", ""JAK2"", ""P2RX4"", ""SRSF9"", ""PTK2"", ""USP25"", ""PXN"", ""EPHA4"", ""UBQLN1"", ""HDAC2"", ""AGTRAP"", ""NFKB1"", ""VPS35"", ""PRKCD"", ""UGGT1"", ""CDH1"", ""CASP3"", ""STC1"", ""RNF40"", ""NTRK2"", ""LAMTOR5"", ""TMEM129"", ""RAB8B"", ""ATP7A"", ""GSTM3"", ""FOXO1"", ""FOS"", ""HM13"", ""EIF2B1"", 
""CASP6"", ""CPEB4"", ""HSF1"", ""COL6A1"", ""TGFBR3"", ""PIK3R1"", ""SRSF5"", ""PDE12"", ""DHX15"", ""UBQLN2"", ""CARD9"", ""HSP90B1"", ""CALR"", ""MMP12"", ""PIK3C3"", ""SHC1"", ""ABCC1"", ""RRAGC"", ""SYK"", ""XRN1"", ""HOMER1"", ""PRKCQ"", ""SCNN1G"", ""TREM2"", ""EPG5"", ""COL1A1"", ""LRRK2"", ""SYAP1"", ""RRAGB"", ""STAT3"", ""CCDC47"")"
NA,GOBP_RESPONSE_TO_NUTRIENT,GO:0007584,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nutrient stimulus. [GOC:go_curators]",0.153681964,0.424233796,0.111462667,-0.32136104,-1.210947566,82,"c(""LPL"", ""ARG1"", ""ADIPOQ"", ""A2M"", ""BMP7"", ""SNW1"", ""CAT"", ""FOXA2"", ""PKLR"", ""GCLM"", ""GNPAT"", ""SFRP2"", ""F5"", ""FES"", ""VCAM1"", ""ADSL"", ""KL"")"
NA,GOBP_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND,GO:0014070,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus. [GOC:ef]",0.879120879,0.974829078,0.016917676,-0.198549667,-0.847492256,446,"c(""APOA4"", ""COLEC12"", ""CNOT2"", ""RIPK2"", ""NR3C1"", ""ARG1"", ""ADIPOQ"", ""DNMT1"", ""SERPINF1"", ""A2M"", ""CCN2"", ""NCOR1"", ""DRD2"", ""ADCY3"", ""BMP7"", ""IFIH1"", ""FLOT1"", ""PPARA"", ""APOA2"", ""MMP14"", ""PKD2"", ""SNW1"", ""CAT"", ""EGLN2"", ""PKLR"", ""DAB2"", ""ACE"", ""SCNN1A"", ""LBH"", ""GCLM"", ""CD36"", ""EEF2K"", ""PDE3A"", ""NFKBIA"", ""PLIN2"", ""VGF"", ""TRIP4"", ""DIAPH1"", ""ARID1A"", ""GPLD1"", ""DDX1"", ""SIN3A"", ""SLC1A1"", ""FES"", ""ABCD3"", ""RIOK3"", ""STRN3"", ""CNOT1"", ""DHX36"", ""MUL1"", ""MMP2"", ""EFTUD2"", ""GSTM2"", ""SMARCA4"", ""NPM1"", ""SULT1A4"", ""PCNA"", 
""DTNBP1"", ""GRAMD1A"", ""GLDC"", ""NOTCH1"", ""KL"", ""TAF2"", ""SRC"", ""UBR5"", ""PAM"", ""SMAD2"", ""STAT5B"", ""TGFB2"", ""PRKN"", ""APOB"", ""MBD3"", ""CYP7B1"", ""GRAMD1B"", ""BAK1"", ""PQBP1"", ""AGT"", ""LONP2"", ""ZCCHC3"", ""PTPRU"", ""ENDOG"", ""SCGB1A1"", ""KDM1A"", ""AKAP9"", ""RNF14"", ""LOX"", ""RUVBL2"", ""ZFP36L1"", ""ENG"")"
NA,GOBP_RESPONSE_TO_OSMOTIC_STRESS,GO:0006970,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating an increase or decrease in the concentration of solutes outside the organism or cell. [GOC:jl]",0.139370963,0.401162367,0.249246554,0.243104388,1.177917545,55,"c(""ARHGEF2"", ""CAB39"", ""MLC1"", ""AQP4"", ""MAP2K7"", ""ITGA2"", ""EFHD1"", ""TSC22D4"", ""MAP7"", ""SERPINB6"", ""PKN1"", ""SCN2A"", ""AKR1B1"", ""SORD"", ""MYLK"", ""ICOSLG"", ""PDPK1"", ""SLC2A4"", ""LRRC8A"", ""TSC22D3"")"
NA,GOBP_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND,GO:1901700,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus. [GOC:pr, GOC:TermGenie]",0.817182817,0.947567993,0.021579809,-0.21232752,-0.917150412,826,"c(""APOA4"", ""COLEC12"", ""LPL"", ""RIPK2"", ""NR3C1"", ""ARG1"", ""PHIP"", ""ADIPOQ"", ""DNMT1"", ""SERPINF1"", ""A2M"", ""MTR"", ""CCN2"", ""ABCA1"", ""DRD2"", ""POLB"", ""ADCY3"", ""SLC2A8"", ""BMP7"", ""EIF2B5"", ""HMGN3"", ""CPB2"", ""SLC23A2"", ""CPEB3"", ""CAMP"", ""STAT5A"", ""PPARA"", ""FCGR2B"", ""RAB11FIP2"", ""STK11"", ""LGMN"", ""DEFA4"", ""MEAK7"", ""HBA1"", ""APOA2"", ""PKD2"", ""HBB"", ""CARD8"", ""IDE"", ""CA2"", ""SNW1"", ""CAT"", ""FOXA2"", ""RAF1"", ""FGFR2"", ""SCARB1"", ""PKLR"", ""IGF2R"", ""ACE"", ""RB1"", ""BAIAP2L1"", ""GCLM"", ""C2"", ""CD36"", ""EEF2K"", ""PDE3A"", ""SLC25A33"", 
""GNPAT"", ""NFKBIA"", ""ATM"", ""VGF"", ""LPIN2"", ""UPRT"", ""AHSG"", ""H6PD"", ""ADNP"", ""FABP1"", ""F5"", ""DMAP1"", ""GPLD1"", ""PTPRK"", ""SIN3A"", ""SLC38A9"", ""SLC1A1"", ""BPI"", ""FES"", ""CLDN5"", ""MRC1"", ""STRN3"", ""MPO"", ""LILRB1"", ""PTPN1"", ""LTF"", ""DNAAF2"", ""PAF1"", ""DHX36"", ""LOXL1"", ""MAN1A1"", ""EIF6"", ""MMP2"", ""SPHK2"", ""EFTUD2"", ""VCAM1"", ""PRKDC"", ""SMARCA4"", ""ELANE"", ""RACK1"", ""PRPF8"", ""PTK7"", ""CTSG"", ""SULT1A4"", ""PCNA"", ""DTNBP1"", ""SDF4"", ""AP3S1"", ""GRAMD1A"", ""ANKZF1"", ""GLDC"", ""NOTCH1"", ""KL"", ""TRPV4"", ""SIK2"", ""WNT5A"", ""CD14"", ""NOX4"", 
""GRK2"", ""PIH1D1"", ""RAB11B"", ""PDCD4"", ""DENND4C"", ""SRC"", ""LAMTOR2"", ""USO1"", ""C2CD5"", ""APPL2"", ""PLAA"", ""SLC2A1"", ""PAM"", ""RETN"", ""SMAD2"", ""STAT5B"", ""TGFB2"", ""PRKN"", ""OVCA2"", ""APOB"", ""MAP2K3"", ""MBD3"", ""APOE"", ""GRAMD1B"", ""LAMTOR4"", ""JAGN1"", ""FMO1"", ""BAK1"", ""SMARCC1"", ""AGT"", ""BCAR1"", ""SNX5"", ""PIK3C2A"", ""EIF2B4"", ""ENDOG"", ""PRKCZ"", ""AKT1"", ""SCGB1A1"", ""KDM1A"", ""AKAP9"", ""RPS3"", ""TREX1"", ""COL5A2"", ""IRAK1"", ""PPBP"", ""IRF8"", ""RUVBL2"", ""ZFP36L1"", ""PDE8A"", ""CCDC186"", ""ADIPOR1"", ""SRSF6"", ""NFKBIB"", ""POSTN"", ""GABPA"", 
""PRKCI"", ""RHOQ"", ""SLIT2"", ""RARRES2"", ""CASP4"", ""KCNA5"", ""STAT2"", ""XRCC1"", ""LAMTOR1"", ""CTSH"", ""IMPACT"", ""LAMTOR3"", ""HDAC5"", ""NCSTN"", ""FBP1"", ""JAK2"", ""RBP4"", ""P2RX4"", ""PTK2"", ""USP8"", ""PXN"", ""BECN1"", ""EPHA4"", ""DEFA1"", ""HDAC2"", ""AGTRAP"", ""NFKB1"", ""VPS35"", ""PSMD14"", ""PRKCD"", ""MBD2"", ""CDH1"", ""CASP3"", ""STC1"", ""RNF40"", ""NTRK2"", ""LAMTOR5"", ""UPF1"", ""RAB8B"", ""CDK19"", ""ATP7A"", ""FOXO1"", ""FOS"", ""SARM1"", ""EIF2B1"", ""CPEB4"", ""CMPK2"", ""HSF1"", ""COL6A1"", ""TGFBR3"", ""PIK3R1"", ""SRSF5"", ""RIPK1"", ""COL6A2"", ""CARD9"", ""HSP90B1"", 
""CALR"", ""MMP12"", ""PIK3C3"", ""SHC1"", ""PAWR"", ""ABCC1"", ""LBP"", ""RRAGC"", ""XRN1"", ""HOMER1"", ""PRKCQ"", ""LIAS"", ""TREM2"", ""GDAP2"", ""COL1A1"", ""LRRK2"", ""SYAP1"", ""CLU"", ""RRAGB"", ""SIPA1"", ""STAT3"", ""GLB1"")"
NA,GOBP_RESPONSE_TO_OXYGEN_LEVELS,GO:0070482,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen. [GOC:BHF, GOC:mah]",0.060204082,0.247996185,0.183023938,-0.31203218,-1.279345281,185,"c(""ADIPOQ"", ""CCN2"", ""DRD2"", ""POLB"", ""SLC2A8"", ""PIK3CB"", ""BMP7"", ""ARNT2"", ""CYGB"", ""PPARA"", ""USP19"", ""MMP14"", ""CAT"", ""ALKBH5"", ""EGLN2"", ""PKLR"", ""ACE"", ""EEF2K"", ""ATM"", ""ATP6V0A2"", ""VEGFD"", ""FABP1"", ""SLC1A1"", ""MMP2"", ""TMEM199"", ""VCAM1"", ""FUNDC1"", ""ADSL"", ""CREBBP"", ""NOTCH1"", ""SRC"", ""VASN"", ""CIAO3"", ""SLC2A1"", ""PAM"", ""ERCC3"", ""TGFB2"", ""APAF1"", ""ENDOG"", ""AKT1"", ""IRAK1"", ""ZFP36L1"", ""ITPR1"", ""SMAD3"", ""KCNA5"", ""XRCC1"", ""SCFD1"", ""BECN1"", ""EPHA4"", ""UBQLN1"", ""HDAC2"", ""AGTRAP"", ""CASP3"", ""CHCHD2"", ""STC1"", ""ATP7A"", 
""FOXO1"", ""CPEB4"", ""HSF1"", ""TGFBR3"")"
NA,GOBP_RESPONSE_TO_OXYGEN_RADICAL,GO:0000305,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen radical stimulus. An oxygen radical is any oxygen species that carries a free electron; examples include hydroxyl radicals and the superoxide anion. [GOC:krc, ISBN:0124325653]",0.382762991,0.669638744,0.069448144,-0.371652569,-1.063222606,18,"c(""APOA4"", ""BMP7"", ""CD36"", ""MPO"")"
NA,GOBP_RESPONSE_TO_PEPTIDE,GO:1901652,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus. [GOC:pr, GOC:TermGenie]",0.305751766,0.60115501,0.069283647,-0.256681781,-1.071848002,265,"c(""LPL"", ""RIPK2"", ""ARG1"", ""PHIP"", ""ADIPOQ"", ""SERPINF1"", ""CCN2"", ""SLC2A8"", ""BMP7"", ""EIF2B5"", ""STAT5A"", ""PPARA"", ""FCGR2B"", ""STK11"", ""LGMN"", ""MEAK7"", ""IDE"", ""CA2"", ""CAT"", ""PKLR"", ""RB1"", ""BAIAP2L1"", ""CD36"", ""EEF2K"", ""SLC25A33"", ""NFKBIA"", ""VGF"", ""LPIN2"", ""UPRT"", ""AHSG"", ""GPLD1"", ""PTPN1"", ""EIF6"", ""MMP2"", ""VCAM1"", ""PRKDC"", ""AP3S1"", ""NOTCH1"", ""KL"", ""TRPV4"", ""SIK2"", ""DENND4C"", ""SRC"", ""USO1"", ""C2CD5"", ""APPL2"", ""SLC2A1"", ""RETN"", ""STAT5B"", ""SMARCC1"", ""AGT"", ""BCAR1"", ""SNX5"", ""PIK3C2A"", ""EIF2B4"", ""PRKCZ"", ""AKT1"", 
""ZFP36L1"", ""ADIPOR1"", ""SRSF6"", ""PRKCI"", ""RHOQ"", ""RARRES2"", ""CASP4"", ""STAT2"", ""HDAC5"", ""FBP1"", ""JAK2"", ""PTK2"", ""PXN"", ""EPHA4"", ""AGTRAP"", ""NFKB1"", ""PRKCD"", ""RNF40"", ""RAB8B"", ""FOXO1"", ""EIF2B1"", ""HSF1"", ""TGFBR3"", ""PIK3R1"", ""SRSF5"", ""CARD9"", ""MMP12"", ""SHC1"", ""ABCC1"", ""PRKCQ"", ""TREM2"", ""COL1A1"", ""SYAP1"", ""STAT3"")"
NA,GOBP_RESPONSE_TO_PEPTIDE_HORMONE,GO:0043434,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide hormone stimulus. A peptide hormone is any of a class of peptides that are secreted into the blood stream and have endocrine functions in living animals. [PMID:11027914, PMID:15134857, Wikipedia:Peptide_hormone]",0.342105263,0.633179618,0.063927193,-0.256565281,-1.062561736,226,"c(""LPL"", ""ARG1"", ""PHIP"", ""ADIPOQ"", ""CCN2"", ""SLC2A8"", ""BMP7"", ""EIF2B5"", ""STAT5A"", ""PPARA"", ""STK11"", ""MEAK7"", ""IDE"", ""CA2"", ""CAT"", ""PKLR"", ""RB1"", ""BAIAP2L1"", ""EEF2K"", ""SLC25A33"", ""VGF"", ""LPIN2"", ""UPRT"", ""AHSG"", ""GPLD1"", ""PTPN1"", ""EIF6"", ""PRKDC"", ""AP3S1"", ""KL"", ""TRPV4"", ""SIK2"", ""DENND4C"", ""SRC"", ""USO1"", ""C2CD5"", ""APPL2"", ""SLC2A1"", ""RETN"", ""STAT5B"", ""SMARCC1"", ""AGT"", ""BCAR1"", ""SNX5"", ""PIK3C2A"", ""EIF2B4"", ""PRKCZ"", ""AKT1"", ""ZFP36L1"", ""ADIPOR1"", ""SRSF6"", ""PRKCI"", ""RHOQ"", ""RARRES2"", ""STAT2"", ""HDAC5"", ""FBP1"", 
""JAK2"", ""PTK2"", ""PXN"", ""AGTRAP"", ""NFKB1"", ""PRKCD"", ""RNF40"", ""RAB8B"", ""FOXO1"", ""EIF2B1"", ""HSF1"", ""TGFBR3"", ""PIK3R1"", ""SRSF5"")"
NA,GOBP_RESPONSE_TO_PH,GO:0009268,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a pH stimulus. pH is a measure of the acidity or basicity of an aqueous solution. [GOC:jl, Wikipedia:PH]",0.023378846,0.134890136,0.352487858,-0.515333409,-1.527581351,21,"c(""SERPINF1"", ""CHP1"", ""CTSS"", ""LGMN"", ""SCNN1A"", ""GPLD1"", ""RAB11B"", ""SRC"", ""PAM"")"
NA,GOBP_RESPONSE_TO_PLATELET_DERIVED_GROWTH_FACTOR,GO:0036119,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a platelet-derived growth factor stimulus. [GOC:yaf]",0.269709544,0.56529528,0.173747839,0.326101771,1.091619072,15,"c(""YES1"", ""MTSS2"", ""FYN"", ""RDX"")"
NA,GOBP_RESPONSE_TO_PROGESTERONE,GO:0032570,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a progesterone stimulus. [GOC:sl]",0.988664987,1,0.023932955,-0.173908478,-0.520409385,22,"c(""SRC"", ""TGFB2"", ""FOS"", ""YAP1"", ""UBE3A"", ""TXNIP"")"
NA,GOBP_RESPONSE_TO_PROSTAGLANDIN,GO:0034694,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a prostagladin stimulus. [GOC:BHF, GOC:vk]",0.945500634,0.993620711,0.026675476,-0.207546538,-0.593748542,18,"c(""A2M"", ""APOB"", ""AKT1"")"
NA,GOBP_RESPONSE_TO_PROSTAGLANDIN_E,GO:0034695,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a prostagladin E stimulus. [GOC:BHF, GOC:vk]",0.745173745,0.915379275,0.093444922,0.255089099,0.815073276,13,"c(""PRKAA1"", ""GNB1"", ""PRKCE"")"
