gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,,,,,,,,,,,,,,,,,,,
IGSF8,0.05871568,7.32338913,0.484362207,0.633459929,0.778430718,-4.770071064,,,,,,,,,,,,,,,,,,,
NRP2,-0.395969777,0.927156522,-0.48393597,0.633757048,0.778430718,-4.770146234,,,,,,,,,,,,,,,,,,,
TNFRSF14,-0.116423077,3.953180435,-0.484039704,0.633684732,0.778430718,-4.770127946,,,,,,,,,,,,,,,,,,,
PLTP,-0.326715844,-0.736693478,-0.482875436,0.634496595,0.778813746,-4.770332992,,,,,,,,,,,,,,,,,,,
WFDC12,-0.377087596,-3.627043478,-0.482714318,0.634608982,0.778813746,-4.770361329,,,,,,,,,,,,,,,,,,,
CD38,-0.317808923,0.927702174,-0.480865428,0.63589932,0.78006535,-4.770685867,,,,,,,,,,,,,,,,,,,
CD300LF,-0.358916362,0.967606522,-0.479747578,0.636680045,0.780266982,-4.770881504,,,,,,,,,,,,,,,,,,,
MYBPC1,-0.51846146,1.559028261,-0.479468052,0.636875338,0.780266982,-4.770930356,,,,,,,,,,,,,,,,,,,
NPC2,0.081336501,4.77981087,0.479988578,0.636511689,0.780266982,-4.770839363,,,,,,,,,,,,,,,,,,,
CPA4,-0.348899786,1.084356522,-0.478679605,0.637426341,0.780462924,-4.771068002,,,,,,,,,,,,,,,,,,,
LIFR,-0.229445104,0.47538913,-0.478373243,0.637640499,0.780462924,-4.771121428,,,,,,,,,,,,,,,,,,,
NTF4,-0.354540288,-1.781397826,-0.478077697,0.637847126,0.780462924,-4.771172936,,,,,,,,,,,,,,,,,,,
ISM1,-0.36180323,-3.681191304,-0.476421044,0.63900592,0.781549225,-4.771461093,,,,,,,,,,,,,,,,,,,
PTGR1,0.180639037,4.85668913,0.475298828,0.639791426,0.782178242,-4.771655744,,,,,,,,,,,,,,,,,,,
DUOX2,-0.20521371,-1.219317391,-0.474487876,0.640359331,0.78254081,-4.771796131,,,,,,,,,,,,,,,,,,,
DPP7,-0.094909725,5.489630435,-0.472430686,0.641800988,0.783300646,-4.772151221,,,,,,,,,,,,,,,,,,,
ECM1,-0.264813731,3.080619565,-0.471888181,0.642181412,0.783300646,-4.772244615,,,,,,,,,,,,,,,,,,,
METAP1,-0.156493502,0.871104348,-0.472136211,0.642007472,0.783300646,-4.772201929,,,,,,,,,,,,,,,,,,,
PAMR1,0.262339609,-0.758032609,0.47166332,0.642339122,0.783300646,-4.772283295,,,,,,,,,,,,,,,,,,,
PNLIPRP1,-0.52281462,-7.14776087,-0.47185215,0.642206682,0.783300646,-4.772250814,,,,,,,,,,,,,,,,,,,
TMPRSS11D,-0.371042979,-3.192471739,-0.470742558,0.642985097,0.783756982,-4.772441498,,,,,,,,,,,,,,,,,,,
CCL21,-0.309107318,-2.243076087,-0.469724812,0.643699451,0.784296247,-4.772616018,,,,,,,,,,,,,,,,,,,
CD226,-0.592749869,-4.62678913,-0.46734037,0.645374475,0.784640347,-4.773023468,,,,,,,,,,,,,,,,,,,
IL17F,-0.199062517,-1.650413043,-0.467435453,0.645307644,0.784640347,-4.773007259,,,,,,,,,,,,,,,,,,,
MAG,-0.186953327,0.876147826,-0.466999246,0.645614266,0.784640347,-4.773081596,,,,,,,,,,,,,,,,,,,
SCN3B,-0.175479361,-0.45545,-0.468691975,0.64442476,0.784640347,-4.772792753,,,,,,,,,,,,,,,,,,,
SNCG,-0.328276172,5.254495652,-0.468234514,0.644746128,0.784640347,-4.772870912,,,,,,,,,,,,,,,,,,,
SPINK2,-0.222448014,3.679228261,-0.467593169,0.645196796,0.784640347,-4.772980365,,,,,,,,,,,,,,,,,,,
DIPK1C,0.510872178,0.084523913,0.465455955,0.646699613,0.785628342,-4.773344061,,,,,,,,,,,,,,,,,,,
BANK1,-0.407171725,-3.228697826,-0.464026563,0.647705581,0.786188087,-4.773586408,,,,,,,,,,,,,,,,,,,
CTRC,0.361625966,-5.679836957,0.464261876,0.647539927,0.786188087,-4.773546562,,,,,,,,,,,,,,,,,,,
TPSD1,0.484806951,-2.76406087,0.463131627,0.648335766,0.78662194,-4.773737775,,,,,,,,,,,,,,,,,,,
SLA2,-0.556802091,-3.28431087,-0.459417998,0.650953682,0.789466114,-4.774362874,,,,,,,,,,,,,,,,,,,
GRHPR,0.085265863,6.277391304,0.458690862,0.65146682,0.78975633,-4.774484702,,,,,,,,,,,,,,,,,,,
TFF3,-0.324170227,2.441980435,-0.456065657,0.6533209,0.791671208,-4.774922988,,,,,,,,,,,,,,,,,,,
FCER1A,0.347679379,-2.286747826,0.454819736,0.654201654,0.792121297,-4.775130149,,,,,,,,,,,,,,,,,,,
IL36A,-0.326255861,-0.349458696,-0.454401182,0.654497651,0.792121297,-4.775199619,,,,,,,,,,,,,,,,,,,
ITIH1,-0.205137533,4.145954348,-0.454374794,0.654516314,0.792121297,-4.775203997,,,,,,,,,,,,,,,,,,,
GFRAL,-0.222761372,-3.22761087,-0.453470269,0.655156192,0.792462548,-4.775353908,,,,,,,,,,,,,,,,,,,
RAD51,-0.547069987,-1.989108696,-0.452789691,0.655637825,0.792462548,-4.775466514,,,,,,,,,,,,,,,,,,,
SHH,-0.093730509,2.113847826,-0.452779436,0.655645084,0.792462548,-4.775468209,,,,,,,,,,,,,,,,,,,
TFPI2,-0.314983879,1.364952174,-0.452422985,0.6558974,0.792462548,-4.775527119,,,,,,,,,,,,,,,,,,,
CD200,-0.166730501,4.33055,-0.451801766,0.656337237,0.792566635,-4.77562968,,,,,,,,,,,,,,,,,,,
CD300A,-0.176785735,2.24358913,-0.451525077,0.65653318,0.792566635,-4.775675317,,,,,,,,,,,,,,,,,,,
CD58,-0.20575956,-0.080893478,-0.450523124,0.657242948,0.79309149,-4.775840351,,,,,,,,,,,,,,,,,,,
ABO,1.167922959,-1.476402174,0.447053097,0.659703631,0.794548587,-4.776409169,,,,,,,,,,,,,,,,,,,
DPT,-0.337202932,-3.101321739,-0.448192094,0.6588955,0.794548587,-4.776222929,,,,,,,,,,,,,,,,,,,
JMJD1C,0.292152608,-1.089747826,0.446927628,0.659792678,0.794548587,-4.776429656,,,,,,,,,,,,,,,,,,,
NOP56,-0.173053924,-1.815954348,-0.446877904,0.65982797,0.794548587,-4.776437774,,,,,,,,,,,,,,,,,,,
VSTM2B,-0.173593428,2.219693478,-0.447218162,0.659586489,0.794548587,-4.776382207,,,,,,,,,,,,,,,,,,,
TSPAN15,-0.257041991,-2.293280435,-0.446279678,0.660252624,0.794728117,-4.77653537,,,,,,,,,,,,,,,,,,,
C1QA,0.253115993,-0.12501087,0.444021842,0.661856422,0.796326208,-4.776902581,,,,,,,,,,,,,,,,,,,
CLEC11A,-0.363842068,0.190693478,-0.442458551,0.662967849,0.797330807,-4.777155776,,,,,,,,,,,,,,,,,,,
CA9,-0.350838068,0.95356087,-0.441880563,0.663378973,0.797492688,-4.77724917,,,,,,,,,,,,,,,,,,,
MMP10,-0.281586093,-0.298069565,-0.440980771,0.664019216,0.797929757,-4.777394327,,,,,,,,,,,,,,,,,,,
RNASE4,0.122941963,3.800267391,0.43838391,0.66586848,0.799818699,-4.777811655,,,,,,,,,,,,,,,,,,,
PALM3,-0.208691743,0.077195652,-0.436995812,0.666857866,0.800673641,-4.77803375,,,,,,,,,,,,,,,,,,,
CEACAM5,0.41543472,-3.46681087,0.435519463,0.66791084,0.800871472,-4.778269216,,,,,,,,,,,,,,,,,,,
OSCAR,-0.219514275,0.428673913,-0.435170587,0.668159771,0.800871472,-4.778324747,,,,,,,,,,,,,,,,,,,
PRAP1,-0.110200897,1.736234783,-0.4346781,0.668511238,0.800871472,-4.778403062,,,,,,,,,,,,,,,,,,,
SHISA5,0.055053374,7.276867391,0.43494855,0.66831822,0.800871472,-4.778360066,,,,,,,,,,,,,,,,,,,
SLC34A3,-0.666676568,-1.737502174,-0.434429334,0.668688802,0.800871472,-4.778442588,,,,,,,,,,,,,,,,,,,
SLITRK6,-0.286102167,1.095147826,-0.435984148,0.667579337,0.800871472,-4.778195186,,,,,,,,,,,,,,,,,,,
ADCYAP1R1,-0.288945579,1.292556522,-0.433093943,0.669642317,0.801680549,-4.778654393,,,,,,,,,,,,,,,,,,,
CD276,-0.263453479,-0.809528261,-0.432667874,0.669946666,0.801712109,-4.778721838,,,,,,,,,,,,,,,,,,,
ACADM,-0.588866134,-0.828782609,-0.430742179,0.671322952,0.802626628,-4.779025866,,,,,,,,,,,,,,,,,,,
CHGB,-0.071456576,6.09265,-0.430430543,0.671545789,0.802626628,-4.779074943,,,,,,,,,,,,,,,,,,,
SLC13A1,-0.166042177,-2.967502174,-0.431167873,0.671018608,0.802626628,-4.778958771,,,,,,,,,,,,,,,,,,,
NCAM1,-0.211291568,3.824941304,-0.429270544,0.672375525,0.802952801,-4.779257321,,,,,,,,,,,,,,,,,,,
RTN4R,-0.176516164,1.251978261,-0.429578246,0.672155387,0.802952801,-4.77920899,,,,,,,,,,,,,,,,,,,
TCN2,0.21976509,0.698973913,0.428767156,0.672735728,0.80305043,-4.779336316,,,,,,,,,,,,,,,,,,,
KLK3,-0.196287866,-2.061954348,-0.426857847,0.674102681,0.804349248,-4.779635122,,,,,,,,,,,,,,,,,,,
MOG,0.062579136,5.496519565,0.425227296,0.675270979,0.805410051,-4.779889279,,,,,,,,,,,,,,,,,,,
GUCY2C,-0.365680075,-2.558223913,-0.424182504,0.676020021,0.805970129,-4.780051636,,,,,,,,,,,,,,,,,,,
VTCN1,-0.204480377,2.361221739,-0.422941356,0.676910286,0.806698043,-4.780244003,,,,,,,,,,,,,,,,,,,
DDR1,-0.125972134,4.015415217,-0.422153122,0.677475932,0.807038657,-4.780365888,,,,,,,,,,,,,,,,,,,
AXL,-0.176165921,2.418404348,-0.419503548,0.679378734,0.808971209,-4.780773975,,,,,,,,,,,,,,,,,,,
LCAT,-0.293761969,0.482073913,-0.418609476,0.680021313,0.809402174,-4.780911118,,,,,,,,,,,,,,,,,,,
WFIKKN2,0.075389244,4.289458696,0.417007855,0.681173041,0.810438553,-4.781156081,,,,,,,,,,,,,,,,,,,
SERPINF1,-0.075604669,4.665423913,-0.415868879,0.681992568,0.811078996,-4.781329729,,,,,,,,,,,,,,,,,,,
SMC3,0.226624198,-0.401702174,0.411796554,0.684926029,0.814231932,-4.78194682,,,,,,,,,,,,,,,,,,,
FCRLB,-0.367974943,-4.723406522,-0.40751134,0.688018379,0.817571078,-4.782589798,,,,,,,,,,,,,,,,,,,
TNFRSF11A,-0.249341102,0.97875,-0.406962803,0.688414629,0.817705021,-4.782671631,,,,,,,,,,,,,,,,,,,
MCTS1,-0.099569366,2.130376087,-0.405876942,0.689199301,0.818300034,-4.782833309,,,,,,,,,,,,,,,,,,,
CRLF1,-0.19032594,-1.18735,-0.403324496,0.691045183,0.820154036,-4.783211697,,,,,,,,,,,,,,,,,,,
IGFBP6,0.254672966,2.550106522,0.402525331,0.691623532,0.820502783,-4.783329692,,,,,,,,,,,,,,,,,,,
SELENOP,-0.234184859,2.903393478,-0.401131056,0.692633021,0.821145671,-4.783535008,,,,,,,,,,,,,,,,,,,
STAT5B,-0.539280934,-3.223819565,-0.400990406,0.692734888,0.821145671,-4.783555681,,,,,,,,,,,,,,,,,,,
ASPN,-0.162800572,-1.6254,-0.399104257,0.694101523,0.821944517,-4.783832231,,,,,,,,,,,,,,,,,,,
EVPL,-0.349505362,-1.26305,-0.399164934,0.694057542,0.821944517,-4.783823354,,,,,,,,,,,,,,,,,,,
ITGB2,-0.267672201,-1.052423913,-0.3985221,0.694523549,0.821944517,-4.783917331,,,,,,,,,,,,,,,,,,,
TPSAB1,-0.438052529,-4.287880435,-0.39848725,0.694548817,0.821944517,-4.783922422,,,,,,,,,,,,,,,,,,,
VSIR,-0.278111697,3.840413043,-0.397547,0.695230663,0.822413959,-4.784059601,,,,,,,,,,,,,,,,,,,
APEX1,-0.134460253,3.277873913,-0.396848852,0.695737115,0.822450988,-4.784161255,,,,,,,,,,,,,,,,,,,
TNFSF12,-0.22744496,2.327393478,-0.396324625,0.696117497,0.822450988,-4.78423747,,,,,,,,,,,,,,,,,,,
VWA1,-0.280333393,-0.730628261,-0.396572188,0.695937854,0.822450988,-4.78420149,,,,,,,,,,,,,,,,,,,
COL5A1,-0.194556715,2.034367391,-0.395878093,0.696441568,0.822474157,-4.784302312,,,,,,,,,,,,,,,,,,,
GDNF,0.224390028,-0.371106522,0.394974728,0.697097368,0.822474157,-4.784433275,,,,,,,,,,,,,,,,,,,
ITM2A,-0.218821979,-0.046102174,-0.395203094,0.696931562,0.822474157,-4.784400196,,,,,,,,,,,,,,,,,,,
LAMP2,-0.104425534,1.952904348,-0.394726176,0.697277848,0.822474157,-4.784469257,,,,,,,,,,,,,,,,,,,
APCS,-0.414792716,-0.280613043,-0.392567655,0.69884598,0.823313646,-4.78478081,,,,,,,,,,,,,,,,,,,
CD74,-0.123566075,2.03455,-0.392807276,0.698671831,0.823313646,-4.784746306,,,,,,,,,,,,,,,,,,,
TMED1,0.572891418,-1.174691304,0.393119228,0.698445139,0.823313646,-4.784701356,,,,,,,,,,,,,,,,,,,
EDNRB,-0.233764662,5.729706522,-0.390064287,0.700666373,0.825121201,-4.785140051,,,,,,,,,,,,,,,,,,,
B4GAT1,0.091747724,5.769732609,0.388927908,0.701493334,0.825757868,-4.785302386,,,,,,,,,,,,,,,,,,,
ATOX1,0.066709417,6.804445652,0.387860852,0.702270196,0.825998061,-4.785454398,,,,,,,,,,,,,,,,,,,
CHAD,-0.208948079,-0.783021739,-0.388156307,0.702055059,0.825998061,-4.785412349,,,,,,,,,,,,,,,,,,,
FMNL1,-0.592199301,-3.34466087,-0.386834308,0.70301788,0.826540385,-4.785600254,,,,,,,,,,,,,,,,,,,
CXCL16,0.132990653,3.962071739,0.385814862,0.7037607,0.826739657,-4.785744728,,,,,,,,,,,,,,,,,,,
MCFD2,-0.074044274,3.732817391,-0.385820597,0.70375652,0.826739657,-4.785743917,,,,,,,,,,,,,,,,,,,
CDH15,-0.33665829,3.318419565,-0.384919282,0.704413516,0.827169617,-4.785871342,,,,,,,,,,,,,,,,,,,
AOC1,-0.253626735,-2.760480435,-0.383235405,0.705641582,0.827937479,-4.786108624,,,,,,,,,,,,,,,,,,,
APOBR,-0.339004579,-2.898080435,-0.383296677,0.705596881,0.827937479,-4.786100008,,,,,,,,,,,,,,,,,,,
BGLAP,-0.39329428,-1.096954348,-0.38076683,0.707443429,0.82903976,-4.786454647,,,,,,,,,,,,,,,,,,,
GFAP,0.365611501,11.16915435,0.381348249,0.707018884,0.82903976,-4.786373345,,,,,,,,,,,,,,,,,,,
SLC16A1,-0.083998424,6.907623913,-0.38103297,0.707249084,0.82903976,-4.786417447,,,,,,,,,,,,,,,,,,,
RSPO3,-0.244921845,2.744717391,-0.378159426,0.709348528,0.830934669,-4.78681776,,,,,,,,,,,,,,,,,,,
IGF2R,-0.195792573,-0.154556522,-0.376574348,0.710507624,0.831279508,-4.78703731,,,,,,,,,,,,,,,,,,,
OMG,0.044141114,7.937345652,0.376875163,0.710287595,0.831279508,-4.786995713,,,,,,,,,,,,,,,,,,,
TNN,-0.266483577,1.476367391,-0.377126174,0.710104016,0.831279508,-4.786960979,,,,,,,,,,,,,,,,,,,
HS6ST1,-0.412884559,-1.606895652,-0.374313414,0.712162191,0.832877436,-4.787348916,,,,,,,,,,,,,,,,,,,
CNGB3,0.307003084,1.698991304,0.372004177,0.713853615,0.832988924,-4.787665287,,,,,,,,,,,,,,,,,,,
CTSO,0.128409655,0.5118,0.372621868,0.713401032,0.832988924,-4.787580849,,,,,,,,,,,,,,,,,,,
FGF20,0.103720516,-0.0064,0.371817375,0.713990507,0.832988924,-4.787690796,,,,,,,,,,,,,,,,,,,
IL15,-0.187617222,0.965071739,-0.372540169,0.713460887,0.832988924,-4.787592025,,,,,,,,,,,,,,,,,,,
MMP1,0.400694502,-1.80616087,0.372214613,0.713699416,0.832988924,-4.787636536,,,,,,,,,,,,,,,,,,,
RGMA,-0.128249463,3.322876087,-0.372560134,0.713446259,0.832988924,-4.787589294,,,,,,,,,,,,,,,,,,,
NGF,0.077978686,0.029680435,0.370400756,0.71502895,0.833863118,-4.787883834,,,,,,,,,,,,,,,,,,,
RNASE6,0.123511291,8.377254348,0.368827793,0.716182667,0.834196612,-4.788097333,,,,,,,,,,,,,,,,,,,
SPARC,0.070119681,4.597776087,0.369536428,0.71566282,0.834196612,-4.78800126,,,,,,,,,,,,,,,,,,,
TP53,-0.422515394,-1.45891087,-0.369101925,0.715981549,0.834196612,-4.788060189,,,,,,,,,,,,,,,,,,,
ADGRG1,0.274358731,1.437369565,0.367496922,0.717159362,0.834249908,-4.78827728,,,,,,,,,,,,,,,,,,,
GIP,-0.118557078,-1.370447826,-0.367864208,0.716889769,0.834249908,-4.788227683,,,,,,,,,,,,,,,,,,,
GP1BB,-0.389307261,-2.566628261,-0.367820544,0.716921817,0.834249908,-4.788233581,,,,,,,,,,,,,,,,,,,
IL21R,-0.124710115,-0.372823913,-0.367188883,0.717385496,0.834249908,-4.788318839,,,,,,,,,,,,,,,,,,,
GPR37,-0.123081911,4.752784783,-0.366741137,0.717714237,0.834295792,-4.788379186,,,,,,,,,,,,,,,,,,,
SEZ6L2,0.151542805,1.137913043,0.365145239,0.718886426,0.835321698,-4.788593695,,,,,,,,,,,,,,,,,,,
HAVCR2,-0.174388565,4.419236957,-0.364594831,0.719290867,0.835455038,-4.788667464,,,,,,,,,,,,,,,,,,,
THBS2,0.205934341,3.908941304,0.363864641,0.719827543,0.835741801,-4.788765162,,,,,,,,,,,,,,,,,,,
CCL20,-0.346560213,-4.768095652,-0.363326595,0.720223092,0.835864546,-4.788837028,,,,,,,,,,,,,,,,,,,
CSPG4,-0.111049921,5.542315217,-0.362640415,0.72072766,0.836107649,-4.78892853,,,,,,,,,,,,,,,,,,,
REG1B,0.417416197,1.369184783,0.362253283,0.721012386,0.836107649,-4.788980079,,,,,,,,,,,,,,,,,,,
RUVBL1,-0.145844348,-1.249471739,-0.361649825,0.7214563,0.836286161,-4.789060326,,,,,,,,,,,,,,,,,,,
GALNT3,0.194628438,-1.59071087,0.359763151,0.722844818,0.837559042,-4.789310368,,,,,,,,,,,,,,,,,,,
CST6,0.287201307,-0.07966087,0.357688466,0.724372841,0.83865567,-4.789583851,,,,,,,,,,,,,,,,,,,
DLL4,-0.357076163,-1.805132609,-0.35776095,0.724319436,0.83865567,-4.789574322,,,,,,,,,,,,,,,,,,,
MYH4,-0.171889143,-0.555171739,-0.357272013,0.724679706,0.838674266,-4.789638561,,,,,,,,,,,,,,,,,,,
DEFB4A_DEFB4B,-0.22346477,-5.800063043,-0.355738402,0.72581016,0.838972545,-4.789839494,,,,,,,,,,,,,,,,,,,
DPP10,-0.176662553,4.041673913,-0.356017792,0.725604169,0.838972545,-4.789802952,,,,,,,,,,,,,,,,,,,
PCDH12,-0.213763591,-3.012043478,-0.356057626,0.725574801,0.838972545,-4.789797739,,,,,,,,,,,,,,,,,,,
CCL11,-0.26400533,-4.455923913,-0.352323353,0.72832977,0.841355365,-4.790283894,,,,,,,,,,,,,,,,,,,
MATN3,-0.23129961,1.404804348,-0.352153671,0.728455043,0.841355365,-4.790305865,,,,,,,,,,,,,,,,,,,
DCUN1D2,-0.504671395,-7.847258696,-0.350825499,0.729435881,0.842150953,-4.790477484,,,,,,,,,,,,,,,,,,,
C1QTNF1,-0.134718408,2.732313043,-0.349631715,0.730317883,0.842494709,-4.790631197,,,,,,,,,,,,,,,,,,,
IGFBP2,-0.176285757,2.138643478,-0.349732653,0.730243292,0.842494709,-4.79061822,,,,,,,,,,,,,,,,,,,
NID1,-0.21818807,-0.511254348,-0.347919186,0.731583818,0.843545615,-4.790850807,,,,,,,,,,,,,,,,,,,
POSTN,-0.350023038,1.642463043,-0.347608126,0.731813845,0.843545615,-4.790890583,,,,,,,,,,,,,,,,,,,
IL2RG,0.120866425,-2.066391304,0.346858386,0.732368379,0.843847545,-4.790986311,,,,,,,,,,,,,,,,,,,
LRRC38,-0.432358562,-2.59671087,-0.346009513,0.732996417,0.844233892,-4.791094452,,,,,,,,,,,,,,,,,,,
CDC25A,0.421805233,-1.189954348,0.343540485,0.734824218,0.846001215,-4.791407514,,,,,,,,,,,,,,,,,,,
ACAN,-0.225463269,0.843195652,-0.34201858,0.73595168,0.846272381,-4.791599389,,,,,,,,,,,,,,,,,,,
CD177,0.364665821,0.512186957,0.341784325,0.736125275,0.846272381,-4.791628849,,,,,,,,,,,,,,,,,,,
ITGB1BP1,-0.222292267,2.696530435,-0.341638299,0.736233497,0.846272381,-4.791647203,,,,,,,,,,,,,,,,,,,
NOTCH2,0.224782865,2.671313043,0.342411091,0.73566084,0.846272381,-4.791549983,,,,,,,,,,,,,,,,,,,
CASP4,-0.290558648,-1.129665217,-0.339246269,0.738007044,0.847973034,-4.791946764,,,,,,,,,,,,,,,,,,,
TNFRSF12A,0.220165605,3.08593913,0.337158646,0.739556122,0.849076376,-4.792206516,,,,,,,,,,,,,,,,,,,
XG,-0.278685225,0.053815217,-0.33747173,0.739323731,0.849076376,-4.792167661,,,,,,,,,,,,,,,,,,,
SERPINB5,0.31652414,-3.208695652,0.33521794,0.740997205,0.850392336,-4.792446577,,,,,,,,,,,,,,,,,,,
IL11,-0.152018829,-0.539673913,-0.33317287,0.742516844,0.851458679,-4.792698076,,,,,,,,,,,,,,,,,,,
MILR1,-0.257822522,2.618584783,-0.33334856,0.742386251,0.851458679,-4.792676529,,,,,,,,,,,,,,,,,,,
NGFR,-0.203912332,0.793232609,-0.329693027,0.745105111,0.854087099,-4.793122548,,,,,,,,,,,,,,,,,,,
BSND,0.319353687,-2.940356522,0.329249661,0.745435105,0.854125881,-4.793176315,,,,,,,,,,,,,,,,,,,
ADAMTS4,-0.144954919,4.411117391,-0.324202429,0.749195257,0.85537574,-4.79378339,,,,,,,,,,,,,,,,,,,
CGREF1,0.08630426,3.123773913,0.325142539,0.748494391,0.85537574,-4.793671013,,,,,,,,,,,,,,,,,,,
COCH,0.057884647,3.803217391,0.326014711,0.747844374,0.85537574,-4.793566471,,,,,,,,,,,,,,,,,,,
CPM,-0.144845237,1.93298913,-0.326486321,0.747492971,0.85537574,-4.793509828,,,,,,,,,,,,,,,,,,,
GKN1,-0.217906007,-2.588504348,-0.324396126,0.749050834,0.85537574,-4.793760262,,,,,,,,,,,,,,,,,,,
LGALS7_LGALS7B,0.166499008,-2.784584783,0.326769725,0.74728183,0.85537574,-4.79347575,,,,,,,,,,,,,,,,,,,
MYL6B,0.403584965,-0.995934783,0.326315602,0.74762017,0.85537574,-4.793530341,,,,,,,,,,,,,,,,,,,
PCBD1,0.061861357,5.998393478,0.324657684,0.74885583,0.85537574,-4.793729011,,,,,,,,,,,,,,,,,,,
RAB3GAP1,-0.341226549,-1.271543478,-0.325453377,0.748262706,0.85537574,-4.793633786,,,,,,,,,,,,,,,,,,,
TPP1,0.053001959,4.098941304,0.322748031,0.750279971,0.856275203,-4.793956613,,,,,,,,,,,,,,,,,,,
IRAK1,-0.3726732,0.214356522,-0.321521722,0.751194986,0.856980356,-4.794102075,,,,,,,,,,,,,,,,,,,
PLA2G7,-0.314296645,-4.431630435,-0.320954265,0.751618525,0.857124486,-4.794169202,,,,,,,,,,,,,,,,,,,
NELL1,0.178573415,2.659506522,0.32028676,0.75211684,0.857353742,-4.794248014,,,,,,,,,,,,,,,,,,,
SH2B3,-0.268176362,-4.115526087,-0.318965718,0.75310337,0.858139122,-4.794403514,,,,,,,,,,,,,,,,,,,
NFASC,-0.068875722,2.130378261,-0.31795845,0.753855872,0.85865732,-4.794521655,,,,,,,,,,,,,,,,,,,
ANGPT2,-0.264494047,-1.401091304,-0.315052869,0.75602796,0.860791408,-4.794860387,,,,,,,,,,,,,,,,,,,
HDAC9,0.193815851,-1.522297826,0.312036708,0.758284913,0.862679956,-4.795208776,,,,,,,,,,,,,,,,,,,
MDGA1,0.234303904,1.281565217,0.312230638,0.75813973,0.862679956,-4.795186474,,,,,,,,,,,,,,,,,,,
TMED10,-0.265204556,-0.965578261,-0.311517501,0.758673653,0.862781867,-4.795268415,,,,,,,,,,,,,,,,,,,
NCAN,0.051589408,4.592580435,0.309757588,0.759991822,0.86394025,-4.795469843,,,,,,,,,,,,,,,,,,,
ECE1,0.148893577,-2.249752174,0.307752271,0.761494714,0.865094663,-4.79569799,,,,,,,,,,,,,,,,,,,
OMP,-0.305891927,2.881567391,-0.307602147,0.761607264,0.865094663,-4.795715011,,,,,,,,,,,,,,,,,,,
TPRKB,-0.253786009,-1.463080435,-0.306658483,0.762314866,0.865557509,-4.795821816,,,,,,,,,,,,,,,,,,,
BHMT2,0.130404141,0.671604348,0.305720142,0.763018689,0.865759966,-4.795927699,,,,,,,,,,,,,,,,,,,
IL7,0.122299556,0.743591304,0.305620337,0.763093562,0.865759966,-4.795938942,,,,,,,,,,,,,,,,,,,
FCGR2A,-0.235124768,-0.320695652,-0.304288434,0.76409298,0.866552951,-4.796088638,,,,,,,,,,,,,,,,,,,
IL20RB,-0.0697972,0.12471087,-0.302586233,0.765370874,0.867476848,-4.796279015,,,,,,,,,,,,,,,,,,,
LPL,-0.133323545,1.179621739,-0.302402012,0.765509215,0.867476848,-4.796299555,,,,,,,,,,,,,,,,,,,
PPIB,-0.156914931,4.312458696,-0.301554397,0.76614584,0.867857268,-4.796393905,,,,,,,,,,,,,,,,,,,
TEX101,0.183564974,0.016184783,0.29951437,0.767678755,0.869252269,-4.796619915,,,,,,,,,,,,,,,,,,,
SAP18,-0.390770255,-1.140452174,-0.29720591,0.769414556,0.870875817,-4.796873842,,,,,,,,,,,,,,,,,,,
COL1A1,-0.192362721,0.290517391,-0.296724032,0.769777053,0.8709443,-4.796926603,,,,,,,,,,,,,,,,,,,
GPNMB,-0.10381901,2.906882609,-0.294259193,0.771632093,0.872700767,-4.797195162,,,,,,,,,,,,,,,,,,,
EGFR,-0.170823016,-0.765352174,-0.291429785,0.773763242,0.874425232,-4.797500721,,,,,,,,,,,,,,,,,,,
LMOD2,-0.394218182,-2.34675,-0.291707608,0.773553901,0.874425232,-4.797470847,,,,,,,,,,,,,,,,,,,
SLURP1,-0.157029732,3.140465217,-0.290588437,0.774397313,0.874799002,-4.797591021,,,,,,,,,,,,,,,,,,,
CCL13,-0.227996296,-5.379367391,-0.289702191,0.775065396,0.875210886,-4.79768586,,,,,,,,,,,,,,,,,,,
NEDD4L,-0.105413643,0.596013043,-0.287986761,0.776359056,0.876328578,-4.797868621,,,,,,,,,,,,,,,,,,,
MYL3,-0.293996422,0.973486957,-0.287116097,0.777015907,0.876726868,-4.797960972,,,,,,,,,,,,,,,,,,,
CCN4,-0.176463294,-1.770723913,-0.284407475,0.779060458,0.877336615,-4.798246509,,,,,,,,,,,,,,,,,,,
OLR1,0.099658976,5.560617391,0.285384436,0.778322827,0.877336615,-4.798143828,,,,,,,,,,,,,,,,,,,
PCDH9,-0.206387286,-0.803567391,-0.285056577,0.778570345,0.877336615,-4.798178325,,,,,,,,,,,,,,,,,,,
QPCT,0.127273579,2.387676087,0.284385108,0.779077348,0.877336615,-4.798248856,,,,,,,,,,,,,,,,,,,
TNFRSF11B,0.19589936,3.040671739,0.284605935,0.778910598,0.877336615,-4.798225678,,,,,,,,,,,,,,,,,,,
TDGF1,-0.384947761,-0.022921739,-0.28350865,0.779739283,0.877739302,-4.798340671,,,,,,,,,,,,,,,,,,,
CCN2,0.093360936,2.169441304,0.283044939,0.780089566,0.87779099,-4.798389135,,,,,,,,,,,,,,,,,,,
IZUMO1,0.140755426,0.374130435,0.282605731,0.780421383,0.877821868,-4.798434966,,,,,,,,,,,,,,,,,,,
